Cosignee,Origin,Destination
 Vestas Nacelles America Inc. ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Bystronic Inc. ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Trotec Laser Inc ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Orbotech Inc ," Bremerhaven, Federal Republic of Germany"," Boston, Massachusetts"
 Laser Lites America ," Sydney, Australia"," Long Beach, California"
 Bystronic Inc ," Antwerp, Belgium"," Oakland, California"
 Microplex Electronic Printing ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
" Toa Usa, Llc "," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Chris Esherick ," Manila, Philippines"," Long Beach, California"
 Cy-Laser America Llc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Laser Performance Na ," Felixstowe, United Kingdom"," Boston, Massachusetts"
 Gea Phe Systems North America Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Deumex Trading Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Lpkf Distribution Inc. ," Cartagena, Colombia"," Portland, Oregon"
 Arctic Air ," Rotterdam, Netherlands"," New York, New York"
 Cy Laser Llc ," Genoa, Italy"," New York, New York"
 Trumpf Inc. / Ein-No. 06/124459900 ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Sps Steel & Pipe Supply Company Inc ," Genoa, Italy"," Norfolk, Virginia"
 Incocegla ," Hamble, United Kingdom"," Port Everglades, Florida"
 Hutchinson Aerospace & Ind ," Hamburg, Federal Republic of Germany"," New York, New York"
 Proinlosa Energy Corp. ," Porto de Sines, Portugal"," Houston, Texas"
 Raylin Manufacturing Ltd. ," Cartagena, Colombia"," Los Angeles, California"
 Peerless Mfg Co ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Laser Performance Llc ," Felixstowe, United Kingdom"," Boston, Massachusetts"
 Thyssen Krupp Materials Na ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Pan Bueno Sa De Cv ," Genoa, Italy"," Savannah, Georgia"
" Navistar Big Bore Diesels, Llc "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Proinlosa Energy Corporation ," Porto de Sines, Portugal"," Houston, Texas"
 Genesco Incorporated ," Leghorn, Italy"," New York, New York"
 Rofin Sinar Inc. ," Hamburg, Federal Republic of Germany"," New York, New York"
 Nasa ," Bremerhaven, Federal Republic of Germany"," Mobile, Alabama"
 Microplex Printware Corporation ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Opw Engineered Systems ," Colombo, Sri Lanka"," New York, New York"
 Rofin Sinar Inc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Skf De Mexico Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Ncr Corporation ," Hamburg, Federal Republic of Germany"," Savannah, Georgia"
 Horton Engineering Llc ," Mina Raysut, Oman"," Houston, Texas"
 Carpenter Powder Products ," Rotterdam, Netherlands"," New York, New York"
 Perez Distributor S Inc ," Cartagena, Colombia"," San Juan, Puerto Rico"
" Trumpf Inc., / Ein-No. 06/124459900 "," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Reamco Inc ," Antwerp, Belgium"," Houston, Texas"
 General Fibre Products Corp. ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Camfive Usa Corp ," Kingston, Jamaica"," Tampa, Florida"
 Adrian Garcia (Luz Creativa) ," Barcelona, Spain"," Port Everglades, Florida"
 World Class Lighting ," Valencia, Spain"," Port Everglades, Florida"
 Hei ," Mina Raysut, Oman"," Houston, Texas"
 Dis (Distribution Integrated Servic ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Rizzoli International ," La Spezia, Italy"," Norfolk, Virginia"
 Robert Bosch Llc ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Flammarion ," Porto de Sines, Portugal"," New York, New York"
 Soy Sano Sa De Cv ," Porto de Sines, Portugal"," Port Everglades, Florida"
 Smokin Joes ," Antwerp, Belgium"," New York, New York"
 Yale University Press ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 to the Order of United Overseas ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Aperture Foundation ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Taschen Gmbh ," La Spezia, Italy"," New York, New York"
 to the Order of Kasikorn Bank ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Ediciones Sm Puerto Rico ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Yale University Press Warehouse ," Antwerp, Belgium"," New York, New York"
" Euro Profit (Hk) Ltd., "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Conde Nast Americas ," Cartagena, Colombia"," Port Everglades, Florida"
 Harry N Abrams ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Sterling Publishing Co Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Cornell University Press ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 New Graphic Plus Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to the Order of Woori Bank Seoul ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Golden Lion Printing Machinery ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to Order of Taichung Commercial ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Aras Makina Ve Servis ," Gooch Island, BC, Canada"," Tacoma, Washington"
