Cosignee,Origin,Destination
 Haynes Roberts Inc ," Leghorn, Italy"," New York, New York"
 Mr Alfredo Pinares ," Leghorn, Italy"," Miami, Florida"
 Antonio'S Bella Casa ," La Spezia, Italy"," Long Beach, California"
 Salvatore Ferrante ," La Spezia, Italy"," Baltimore, Maryland"
 Vipex Consolidators Viviana Rocco ," Genoa, Italy"," Port Everglades, Florida"
 John Gregory Studios ," Valencia, Spain"," Houston, Texas"
 C Mariani Antiques ," Genoa, Italy"," Long Beach, California"
 Arhaus Furniture ," Leghorn, Italy"," Norfolk, Virginia"
 Jackie Wright ," Leghorn, Italy"," Los Angeles, California"
 Marie Battaglini Gallery ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 Testan Steven Carl ," Leghorn, Italy"," New York, New York"
