Cosignee,Origin,Destination
 Servicios Admon. Ind. S.a. De C.V. ," Barcelona, Spain"," Port Everglades, Florida"
" Koyo Bearings, Usa Llc "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Koyo Bearings North America Llc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Scott Engineering Procurement Inc ," Vung Tau, Vietnam"," Long Beach, California"
 Scott Engineering & Procurement Inc ," Vung Tau, Vietnam"," Long Beach, California"
 Schaefler Automotive Aftermarket ," Valencia, Spain"," New York, New York"
 Nsk Corporation ," Rotterdam, Netherlands"," New York, New York"
 Zf Steering Systems Llc ," Le Havre, France"," Charleston, South Carolina"
 Global Steering Systems Llc ," Antwerp, Belgium"," Chester, Pennsylvania"
 Meritor Inc - Fletcher Warehouse ," Barcelona, Spain"," Savannah, Georgia"
 Corporacion Banca-Cule 2011 C.a. ," Hamble, United Kingdom"," Port Everglades, Florida"
 Nexteer Automotive ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Kongsberg Willis Automotive Intl ," Goteborg, Sweden"," New York, New York"
 Nssa Inc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Ntn Bearing Corp of America ," Hamble, United Kingdom"," New York, New York"
 Megadoor Inc ," Goteborg, Sweden"," New York, New York"
 Rbc Company ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
" King Engine Bearings, Inc. "," Ashdod, Israel"," New York/Newark Area, Newark, New Jersey"
 Enginetech Inc ," Haifa, Israel"," New York, New York"
 Frtk Logistics S.a De C.V ," Haifa, Israel"," New York, New York"
 Zvl-Zkl Bearings Corporation ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Rbc West Trenton ," Hamble, United Kingdom"," New York, New York"
 Nsk Steering Systems America ," Hamble, United Kingdom"," New York, New York"
 Energy Dynamics ," Hamble, United Kingdom"," New York, New York"
 Schaeffler Automotive Aftermarket ," Valencia, Spain"," New York, New York"
 Reynolds Machine Co Inc ," Barcelona, Spain"," New York, New York"
