Cosignee,Origin,Destination
 Cremeria San Jose S.a. De C.V. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Qualtia Alimentos Operaciones ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Abbott Nutrition ," Hasting, Australia"," Long Beach, California"
 Cremeria San Jos S.a. De C.V. ," Rotterdam, Netherlands"," Charleston, South Carolina"
" Industrias Cor, S.a. De C.V. "," Rotterdam, Netherlands"," Charleston, South Carolina"
 Grupo Lozano Migoya Sa De Cv ," Rotterdam, Netherlands"," Charleston, South Carolina"
 D'Albenas Agency ," Cartagena, Colombia"," Port Everglades, Florida"
 Frieslandcampina Ingredients North ," Rotterdam, Netherlands"," Norfolk, Virginia"
" Rosbach International Florida, Inc "," Antwerp, Belgium"," Port Everglades, Florida"
 Charlottefields International ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Sun Hing Foods, Inc. "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Charlottefieids International ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Cheese Trading Company ," Antwerp, Belgium"," Port Everglades, Florida"
" Rossbach International Florida, Inc "," Antwerp, Belgium"," Port Everglades, Florida"
 Peter and Co Ltd ," Antwerp, Belgium"," Port Everglades, Florida"
 Jonas Browne & Hubbard (G'Da) Ltd ," Antwerp, Belgium"," Port Everglades, Florida"
 Anjo Wholesale ," Antwerp, Belgium"," Port Everglades, Florida"
 Coreas Hazells Inc. ," Antwerp, Belgium"," Port Everglades, Florida"
 Santiago Castillo Limited ," Antwerp, Belgium"," Port Everglades, Florida"
 Woodland Global ," Antwerp, Belgium"," New York, New York"
 Galaxy Dairy Products Inc. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Jana Foods Llc ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Intercibus Inc. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Tree of Life, "," Rotterdam, Netherlands"," Los Angeles, California"
" Spicy World of U.S.a., Inc. "," Antwerp, Belgium"," Houston, Texas"
 Jana Foods Llc (Po 4266) ," Rotterdam, Netherlands"," Los Angeles, California"
" World Fuel Services, Inc "," Amuay Bay, Venezuala"," Port Everglades, Florida"
 Cru Selections ," Porto de Sines, Portugal"," New York, New York"
