Cosignee,Origin,Destination
" Felins Usa, Inc "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Yale Universty Press W'House ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Jonathan Tanner ," Thamesport, United Kingdom"," Houston, Texas"
 Abrams & Chronicle ," Hamble, United Kingdom"," Norfolk, Virginia"
 Out of Place Inc ," Felixstowe, United Kingdom"," New York, New York"
 Speedimpex Usa ," Felixstowe, United Kingdom"," New York, New York"
 Hachette Book Group ," Hamble, United Kingdom"," Norfolk, Virginia"
 Felins Usa ," Rotterdam, Netherlands"," New York, New York"
 Wexler Packaging Products ," Antwerp, Belgium"," Philadelphia, Pennsylvania"
 Biotix Inc. ," Rotterdam, Netherlands"," Long Beach, California"
 Vs Magazine ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Poligrafica C.a. ," Antwerp, Belgium"," Miami, Florida"
