Cosignee,Origin,Destination
 Tecnoplas S.a. ," Veracruz, Mexico"," Houston, Texas"
 Molded Dimensions Inc ," Sydney, Australia"," Los Angeles, California"
" Solvay Specialty Polymers Usa,Llc "," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Kraton Polymers Us Llc ," Santos, Brazil"," Houston, Texas"
 Dart Container Corporation of Penns ," Freeport, Grand Bahama Island, Bahamas"," West Palm Beach, Florida"
 Polyone Corporation ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Elram Professional Adhesives Ltd. ," Halifax, NS, Canada"," New York/Newark Area, Newark, New Jersey"
 Alpla Caribe Inc. Rnc 130492362 ," Veracruz, Mexico"," Houston, Texas"
 Omegalogistics Group Llc ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Topas Advanced Polymers, "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Kraton Polymers C/O ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Spartech Polycom, Inc. "," Barcelona, Spain"," New York/Newark Area, Newark, New Jersey"
 Relaxo Footwears Limited ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Brij Footcare Private Limited ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Relaxo Foorwears Limited ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Basf Corporation Bayport Plant ," Freeport, Grand Bahama Island, Bahamas"," Houston, Texas"
 Maclean Power Systems ," Colombo, Sri Lanka"," New York, New York"
 Agroplast C Por a ," Veracruz, Mexico"," Houston, Texas"
 Fritz Marketing Inc. ," Mina Raysut, Oman"," Houston, Texas"
 Spectra Systems Inc ," Thamesport, United Kingdom"," Los Angeles, California"
 Varroc Lighting System ," Hamburg, Federal Republic of Germany"," New York, New York"
 Milin Environmental Inc. ," Mina Raysut, Oman"," Norfolk, Virginia"
 Fuzhou Richland Industrial Limited ," Lazaro Cardenas, Mexico"," Los Angeles, California"
 Gaseosas Posada Tobon Sa ," Veracruz, Mexico"," Houston, Texas"
" Bank of Baroda, K.G.Road, "," Gooch Island, BC, Canada"," Tacoma, Washington"
" Long Yi Industrial (Vietnam) Co., "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Go Global Slc S De Rl De Cv ," Kingston, Jamaica"," Tampa, Florida"
 Peoples Warehouse ," Kobe, Japan"," New York/Newark Area, Newark, New Jersey"
" Complex Quimica, S.a. De C.V. "," Antwerp, Belgium"," Charleston, South Carolina"
 Solvay Advanced Polymers Llc ," Antwerp, Belgium"," Charleston, South Carolina"
" Omega Warehousing, Inc. "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Topas Advanced Polymers, Inc. "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Jia Hsin Co., Ltd "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Spartech Polycom Inc. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 to Order ," Kingston, Jamaica"," New York/Newark Area, Newark, New Jersey"
 Resinex Isreal Ltd P.B. 52 ," Kingston, Jamaica"," New York/Newark Area, Newark, New Jersey"
 Itw Polymers Coatings ," Hamburg, Federal Republic of Germany"," New York, New York"
 Surrey Europe S.a.R.L. ," Freeport, Grand Bahama Island, Bahamas"," Savannah, Georgia"
" Fritz Marketing Inc., "," Antwerp, Belgium"," Philadelphia, Pennsylvania"
 Green Sustainable Solutions Llc ," Antwerp, Belgium"," Chester, Pennsylvania"
 Kraton Poylmers C/O ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Elastrex Polymers Pvt Ltd, S "," Gooch Island, BC, Canada"," Tacoma, Washington"
" Atech Composites, Co. Ltd. "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Packaging Solutions Srl ," Veracruz, Mexico"," Houston, Texas"
 Altex Corporation ," Kajang, Malaysia"," Wilmington, North Carolina"
 Pelpak Sa ," Veracruz, Mexico"," Houston, Texas"
 Packpet Embalagens Industria E ," Veracruz, Mexico"," Houston, Texas"
 Relevo.S Pecas Tecnicas Ltda ," Veracruz, Mexico"," Houston, Texas"
 Bluegrass Kesco Inc ," Freeport, Grand Bahama Island, Bahamas"," West Palm Beach, Florida"
 Ace Completion Enhancement Services ," Mina Raysut, Oman"," Houston, Texas"
 General World Product ," Valencia, Spain"," New Orleans, Louisiana"
 Ineos Abs Usa. ," Antwerp, Belgium"," Norfolk, Virginia"
 Printed Solid ," Antwerp, Belgium"," Chester, Pennsylvania"
" Bank of Baroda, "," Gooch Island, BC, Canada"," Tacoma, Washington"
" Agroplast, C Por a "," Veracruz, Mexico"," Houston, Texas"
" Packaging Solutions, Srl Rnc: 1307 "," Veracruz, Mexico"," Houston, Texas"
 Qingdao Makebest Trading Co Ltd. ," Kingston, Jamaica"," Long Beach, California"
 Bromine Compounds Ltd. ," Kingston, Jamaica"," New York/Newark Area, Newark, New Jersey"
 Kha Shing Enterprise Co.Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Ticona Polymers Ltda. ," Gooch Island, BC, Canada"," Portland, Oregon"
 Hydrotech Obras Civiles S.a. ," Piraeus, Greece"," New York/Newark Area, Newark, New Jersey"
 Kerotest Manufacturing Corp ," Antwerp, Belgium"," Houston, Texas"
 Zf Steering Systems Llc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Midwest Whse Dist. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Topas Advanced Polymers, Inc "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Etchomatic Inc. ," Felixstowe, United Kingdom"," New York, New York"
" Marat Industrial, Srl. "," Veracruz, Mexico"," Houston, Texas"
" Packaging Solutions, Srl. "," Veracruz, Mexico"," Houston, Texas"
 Polyplas Dominicana C Por a ," Veracruz, Mexico"," Houston, Texas"
 Alternative Rubber and Plastics Inc ," Mina Raysut, Oman"," Baltimore, Maryland"
 Kraton Polymers Us Llc C/O Mid Stat ," Antwerp, Belgium"," Chester, Pennsylvania"
 Shrieve Chemical Service Us Llc ," Mina Raysut, Oman"," Houston, Texas"
 Sater Bin Aweed Al Sulami Est. ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Puryquimica S.a.C. ," Gooch Island, BC, Canada"," Portland, Oregon"
 Sunita Hydrocolloids Inc ," Mina Raysut, Oman"," Houston, Texas"
 Ktn Gulf Coast / Katoen ," Antwerp, Belgium"," Houston, Texas"
 Economy Polymers & Chemicals ," Antwerp, Belgium"," Houston, Texas"
 Amcor Embalagens Da Amazonia Sa ," Veracruz, Mexico"," Houston, Texas"
 Colortech Da Amazonia Ltda ," Montreal, QUE, Canada"," Boston, Massachusetts"
 Quimica Suiza Industrial De Peru Sa ," Montreal, QUE, Canada"," Boston, Massachusetts"
 Peoples Cartage Warehouse ," Antwerp, Belgium"," Chester, Pennsylvania"
 Industrial Fiber Sales Internationa ," Saint John, NB, Canada"," Boston, Massachusetts"
 Chemplex Advanced Material Llc ," Mina Raysut, Oman"," Houston, Texas"
" Admix Cia Ltda, Ruc: 1791408462001 "," Montreal, QUE, Canada"," Boston, Massachusetts"
 Pt Hutchins Company Ltd ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Trw Automotive ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Vanguard Logistics Services Belgium ," Sydney, Australia"," Savannah, Georgia"
 Solvay Solexis Inc ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Premier Electrical & General Co ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Mid State Packaging ," Antwerp, Belgium"," Chester, Pennsylvania"
