Cosignee,Origin,Destination
 Gomelast Ca ," Piraeus, Greece"," New York/Newark Area, Newark, New Jersey"
 Reimart S.a. De C.V. ," Genoa, Italy"," Port Everglades, Florida"
 Brandshaw International Inc ," La Spezia, Italy"," Long Beach, California"
 Michele Aileen Robzen C O Maria ," Leghorn, Italy"," New York, New York"
 Upscale Construction Inc ," La Spezia, Italy"," Oakland, California"
 Leslie Leff Mei-Li Leff Jtwros ," La Spezia, Italy"," Long Beach, California"
 Felix Lorenzoni Stdio Inc ," Leghorn, Italy"," New York, New York"
 Bca Corp. of America Inc. ," Halifax, NS, Canada"," Oakland, California"
 Andrea Tamer ," Genoa, Italy"," New York, New York"
 Rambusch Decorating Company ," La Spezia, Italy"," New York, New York"
 Fox Marble and Granite ," Leghorn, Italy"," Oakland, California"
 Rambush Decorating Co ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Van Acker Construction Associated ," La Spezia, Italy"," Long Beach, California"
