Cosignee,Origin,Destination
 Brighton Collectibles ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Hacker Industries Inc. ," La Spezia, Italy"," Miami, Florida"
 Acg Plasterworks Llc ," Genoa, Italy"," Houston, Texas"
 Acg Plasterwork ," Leghorn, Italy"," Houston, Texas"
 International Submersible Water Pum ," Naples, Italy"," Port Everglades, Florida"
 Mar-Flex Waterproofing and Building ," La Spezia, Italy"," New York, New York"
 Tema Furniture Inc ," Porto de Sines, Portugal"," New York/Newark Area, Newark, New Jersey"
 Tema Systems Inc ," Sydney, Australia"," Los Angeles, California"
 Legoland California Llc ," Tanjung Pelepas, Malaysia"," Long Beach, California"
" Tema Isenmann, Inc. "," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Onduline Materiales De Construccion ," La Spezia, Italy"," Port Everglades, Florida"
 Power House Building Supplies ," Genoa, Italy"," Los Angeles, California"
" Laticrete International, Inc. "," La Spezia, Italy"," Savannah, Georgia"
 Tema Isenmann Inc ," Hamble, United Kingdom"," New York, New York"
 Vitol Energy ," Tema, Ghana"," Perth Amboy, New Jersey"
 Marflex Waterproofing and Building ," La Spezia, Italy"," Norfolk, Virginia"
 Mar-Flex System Inc ," La Spezia, Italy"," New York, New York"
 Star Distribution ," La Spezia, Italy"," Miami, Florida"
 Brighton Collectibles Inc ," Genoa, Italy"," Los Angeles, California"
 Overseas Development Corporation ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
