Cosignee,Origin,Destination
 Brad S Organic Llc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Inom Trading ," Leghorn, Italy"," Miami, Florida"
 Stone Partnership ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 New York Stone Trading ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Oregon Tile and Marble ," La Spezia, Italy"," Seattle, Washington"
 Luna Nera Srl ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Superior Wines Llc ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Chesapeake Tile & Marble Inc ," La Spezia, Italy"," Baltimore, Maryland"
 Brookfield Properties Developer Llc ," Leghorn, Italy"," Norfolk, Virginia"
 Virginia Tile ," Leghorn, Italy"," New York, New York"
 Italian Harvest Inc. ," Porto de Sines, Portugal"," Oakland, California"
 Chesapeake Tile & Marble Inc. ," La Spezia, Italy"," Baltimore, Maryland"
 Key'S Granite Inc. ," Leghorn, Italy"," Port Everglades, Florida"
 Ollin International Inc. ," La Spezia, Italy"," Long Beach, California"
 Bedrosians Tile & Stone Anaheim ," La Spezia, Italy"," Long Beach, California"
 Artistic Tile Epstone Inc. ," La Spezia, Italy"," New York, New York"
 Pangea Water Inc. ," Algeciras, Spain"," New York/Newark Area, Newark, New Jersey"
 Pental Granite and Marble Inc. ," La Spezia, Italy"," Los Angeles, California"
 Walker and Zanger Inc. ," Leghorn, Italy"," Los Angeles, California"
 California Marble & Granite ," Leghorn, Italy"," Los Angeles, California"
 Nsi Granite Corp ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
" Claudio Wholesale, Inc. "," Naples, Italy"," New York, New York"
 Opustone Granite Marble Distributor ," Leghorn, Italy"," Miami, Florida"
 Tower Custom Homed Llc ," Genoa, Italy"," New York, New York"
 Stone Source ," La Spezia, Italy"," Port Everglades, Florida"
" Mediterranean Designs, Inc. "," La Spezia, Italy"," Savannah, Georgia"
" Anna'S Tuscany Experience, Inc "," Leghorn, Italy"," New York, New York"
 Atlantic Exterior Walls System ," La Spezia, Italy"," New York, New York"
 Joseph Antognoli ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Usa Tile & Marble ," Leghorn, Italy"," Port Everglades, Florida"
 Kirk Supermarket Ltd ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Coraggio Textiles ," La Spezia, Italy"," Seattle, Washington"
 Marble of the World Inc ," Leghorn, Italy"," Port Everglades, Florida"
 the Tuscany Collection ," Leghorn, Italy"," Los Angeles, California"
 Angelini Wine L.T.D. ," Genoa, Italy"," New York, New York"
 Pangea Water Inc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Sysco Merchandising and ," Leghorn, Italy"," Norfolk, Virginia"
 Importadora Y Exportadora Orfe ," La Spezia, Italy"," Port Everglades, Florida"
 Alma Food Imports Inc. ," Leghorn, Italy"," Miami, Florida"
 Orso Industries Inc. ," La Spezia, Italy"," Miami, Florida"
 Guy Meola ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Panorama International Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Ideal Tile Importing Co. Inc. ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Serafino Imports ," Leghorn, Italy"," Miami, Florida"
 Di Caro Enterprises Inc ," Leghorn, Italy"," Norfolk, Virginia"
 Dennis J Lurgio - Lurgio Imp ," Genoa, Italy"," New York, New York"
 Zanetti Inc. ," Leghorn, Italy"," New York, New York"
 Costamar Corp. ," Leghorn, Italy"," San Juan, Puerto Rico"
 Soofer Co Inc Sadaf Foods ," Leghorn, Italy"," Los Angeles, California"
 Tama Trading Company Inc ," Leghorn, Italy"," Los Angeles, California"
 Tama Trading Company Inc. ," Leghorn, Italy"," Los Angeles, California"
 Francesco Imports Corp. ," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 Importadora Y Esportadora Orfe Sa D ," La Spezia, Italy"," Port Everglades, Florida"
 Sysco Corporation ," Leghorn, Italy"," Savannah, Georgia"
 a and G Food Distributors Llc ," Leghorn, Italy"," New York, New York"
 a G Food Distributors Llc ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
" Borges Usa, Inc "," La Spezia, Italy"," Savannah, Georgia"
 Antichi Sapori Inc ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 Alanric Food Distributors Inc. ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Zanetti Inc ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Bonelli Foods Llc ," Leghorn, Italy"," New York, New York"
" United Olive Oil Import, Corp. "," Cagliari, Italy"," New York, New York"
 Bonelli Foods ," Cagliari, Italy"," New York, New York"
 Andreassi Sebastian ," Genoa, Italy"," New York, New York"
" San Calogero Di Torretta, Llc "," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Lucini Italia Company ," Leghorn, Italy"," Oakland, California"
 Gust Gallucci Co. ," Leghorn, Italy"," New York, New York"
 Italian-Import Llc ," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 Castello Di Amorosa ," La Spezia, Italy"," Oakland, California"
 Enterprise Trading Corp. ," Cagliari, Italy"," Los Angeles, California"
 La Cucina Italiana Llc ," Genoa, Italy"," Port Everglades, Florida"
 Borges Usa Inc ," Algeciras, Spain"," Norfolk, Virginia"
 Especially Puglia Llc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Italian Imports Llc. ," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 United Olive Oil Import Corp. ," La Spezia, Italy"," New York, New York"
 Zanetti Inc (Tn) ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Trader Joe'S Company 800 ," Valencia, Spain"," Seattle, Washington"
 Curmi Sa De Cv ," Leghorn, Italy"," Port Everglades, Florida"
" Soofer Co.,Inc "," Cagliari, Italy"," Los Angeles, California"
 Bar Ptti Di Ba Bar Giocosa ," Leghorn, Italy"," New York, New York"
 Homegoods ," La Spezia, Italy"," New York, New York"
 Cordaro Shipping Co ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Seoul Trading Usa Co. ," Genoa, Italy"," New York, New York"
 California Olive Ranch Inc. ," La Spezia, Italy"," Oakland, California"
