Cosignee,Origin,Destination
 Marshalls ," Oporto, Portugal"," New York, New York"
 Newton Buying Corp. ," Oporto, Portugal"," New York, New York"
" Brose New Boston, Inc. "," Hamburg, Federal Republic of Germany"," New York, New York"
 Homegoods ," Oporto, Portugal"," New York, New York"
 Accent Decor ," Porto de Sines, Portugal"," Savannah, Georgia"
 Louisiana Nursery ," All Other Viet Nam Ports, Vietnam"," Los Angeles, California"
 Cmr Holland Bv ," Veracruz, Mexico"," New Orleans, Louisiana"
 California Antilles Trading Consort ," Rouseau, Dominca Island"," West Palm Beach, Florida"
 Cool Control B.V. ," Veracruz, Mexico"," Houston, Texas"
 Staay-Hispa Bv ," Veracruz, Mexico"," New Orleans, Louisiana"
 Ptmd by Maka ," Le Havre, France"," Port Everglades, Florida"
" Silver Vase, Inc. "," Rotterdam, Netherlands"," Miami, Florida"
 Parc Monceau ," Rotterdam, Netherlands"," New York, New York"
