Cosignee,Origin,Destination
 Central States Tile Inc. ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Universal Ceramic Tile Distr. ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Creative Tile Imports ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Roma Tile of Hlobrook Inc T a Roma ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Fuda Tile Inc. ," La Spezia, Italy"," New York, New York"
 Southampton Masonry ," La Spezia, Italy"," New York, New York"
 Ceramic Tileworks ," Genoa, Italy"," Norfolk, Virginia"
 Nebraska Tileworks Center Inc. ," Genoa, Italy"," Norfolk, Virginia"
 Roma Tile of Hlobrook Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Ceramic Tile Design ," La Spezia, Italy"," Oakland, California"
 Concept Surfaces ," Genoa, Italy"," Houston, Texas"
 Tony'S Imported Tile ," La Spezia, Italy"," Boston, Massachusetts"
 Traditions In Tile ," La Spezia, Italy"," Savannah, Georgia"
 Central Tile Imports Ltd. ," La Spezia, Italy"," New York, New York"
 Santa Rosa Marble ," La Spezia, Italy"," Miami, Florida"
 Garden State Tile Distributors Inc. ," La Spezia, Italy"," New York, New York"
 Alpha Tile ," Cartagena, Colombia"," Port Everglades, Florida"
 Tile Factory Outlet Inc ," La Spezia, Italy"," Savannah, Georgia"
 Lauderdale Tile and Marble Supply C ," La Spezia, Italy"," Miami, Florida"
 Tropical Tile & Marble ," La Spezia, Italy"," Port Everglades, Florida"
 Megatrade Corp. ," La Spezia, Italy"," Miami, Florida"
 Padron Flooring ," La Spezia, Italy"," Miami, Florida"
 Universal Ceramic Tile Distributor ," La Spezia, Italy"," New York, New York"
 Roma Tile Supply ," La Spezia, Italy"," Miami, Florida"
" Island Tile and Marble, Llc "," La Spezia, Italy"," Miami, Florida"
 Insulation & Supply Co Inc ," La Spezia, Italy"," Norfolk, Virginia"
 Classic Ceramic Tile and Marble Inc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Natural Stone Design Inc. ," La Spezia, Italy"," Oakland, California"
 California Tile Supply ," Genoa, Italy"," Honolulu International Airport, Honolulu, Hawaii"
 Century Tile ," La Spezia, Italy"," Norfolk, Virginia"
 Tierra Sol Ceramic Tile ," Leghorn, Italy"," Los Angeles, California"
 Avalon Tile ," Genoa, Italy"," Los Angeles, California"
 Pti Imp Llc ," La Spezia, Italy"," New York, New York"
 Ideal Tile Importing Co. Inc. ," La Spezia, Italy"," New York, New York"
 Alexton Tile Marble ," La Spezia, Italy"," Miami, Florida"
 Kennedy Tile and Marble ," La Spezia, Italy"," New York, New York"
 Rickert Tile ," Leghorn, Italy"," New Orleans, Louisiana"
 Pacificland Tile - Summit Tile ," Leghorn, Italy"," Los Angeles, California"
 Hutcherson Tile Co. Inc. ," Leghorn, Italy"," Houston, Texas"
" Concept Surfaces, Llc. "," Genoa, Italy"," Houston, Texas"
" Sunbeam Products, Inc. D/B/a Jarden ",None Given," Long Beach, California"
