Cosignee,Origin,Destination
" Landstar Global Logistics, Inc. "," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Xpo Global Logistics ," Bremerhaven, Federal Republic of Germany"," Port Everglades, Florida"
 Cj International Inc. ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
" Marisol International , Llc "," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Russell a. Farrow (U.S.) Inc. ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
" Edward J. Zarach & Associates, Inc. "," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
" Cj International, Inc.Hq Baltimore "," Bremerhaven, Federal Republic of Germany"," Norfolk, Virginia"
 Air & Surface Logistics ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
" D.J. Powers, Inc. "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" Cj International, Inc. "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Tlr - Total Logistics Resource, Inc "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Unistar Logistics, Inc. "," Antwerp, Belgium"," Houston, Texas"
" R.W. Smith & Co., Inc. "," Antwerp, Belgium"," Houston, Texas"
 Gl Huyett ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
" New Direx, Inc. "," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Binex Line Corp. ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Qhelogistics Mexico S De Rl De Cv ," Antwerp, Belgium"," Savannah, Georgia"
 Transeas Express ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
" a.N. Deringer, Inc. "," Hamburg, Federal Republic of Germany"," Oakland, California"
 W.E.S.T. Forwarding Services ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 C.J. International ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
