Cosignee,Origin,Destination
 Gpt Pipeline Seal & Insulator Co ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Sgm Magnetics Corporation ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Deacero Sa De Cv ," Genoa, Italy"," Savannah, Georgia"
 Representaciones De Audio S.a. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Garlock Pipeline Technologies Inc ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Blackawk De Mexico Sa De Cv ," Genoa, Italy"," Savannah, Georgia"
 Deacero Sa De Cv Av.Lazaro ," Genoa, Italy"," Port Everglades, Florida"
 Sgm Magnetics Corp ," Genoa, Italy"," New York, New York"
 Sovereign Global Marketing ," Callao, Peru"," Oakland, California"
 Tav Holdings ," Genoa, Italy"," Norfolk, Virginia"
 Savino Del Bene Mexico S.a.De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Atlantic Cocoa Company ," Callao, Peru"," New York/Newark Area, Newark, New Jersey"
 Am/Ns Calvert Llc ," La Spezia, Italy"," Charleston, South Carolina"
 Representaciones De Audio S.a. De ," Antwerp, Belgium"," New York, New York"
 Ternium Mexico Sa De Cv I ," Genoa, Italy"," Port Everglades, Florida"
 Abf Usa ," Hamble, United Kingdom"," New York, New York"
" Abf Freight System, Inc "," Tanjung Pelepas, Malaysia"," Seattle, Washington"
" Maruchan, Virginia Inc., "," Mina Raysut, Oman"," Norfolk, Virginia"
 Abf Freight System Inc ," Abu Kir Bay, Egypt"," New York, New York"
 to Order ," Colombo, Sri Lanka"," Norfolk, Virginia"
 Schnabel Foundation Company ," Hamburg, Federal Republic of Germany"," Baltimore, Maryland"
 Posillico Drilling Inc. ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Hammer & Steel Inc. ," Hamburg, Federal Republic of Germany"," Oakland, California"
