Cosignee,Origin,Destination
 Sulzer Pump Solutions Usa Inc. ," Antwerp, Belgium"," Charleston, South Carolina"
 Pierburg Us Llc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 General Motors ," Veracruz, Mexico"," Houston, Texas"
 Altrom America Corp. ," Kobe, Japan"," Long Beach, California"
 Altrom Canada Corp. ," Nagoya, Japan"," Tacoma, Washington"
 Burns & Mcdonnell Canada Ltd. ," Nagoya, Japan"," Tacoma, Washington"
 Ide America Inc ," Misaki, Japan"," Long Beach, California"
" Muncie Power Products, Inc "," Cape Town, South Africa"," New York/Newark Area, Newark, New Jersey"
 Force America Inc ," Cape Town, South Africa"," New York/Newark Area, Newark, New Jersey"
" Industeq, Inc. "," Tokyo, Japan"," Tacoma, Washington"
 Yanmar Parts America Corp ," Goteborg, Sweden"," New York, New York"
 Grandner Denver Tomas Products ," Nagoya, Japan"," Los Angeles, California"
 Bmw Werktax Id.De129273398regensbur ," Veracruz, Mexico"," Houston, Texas"
 Enduraplas Llc ," Sydney, Australia"," Oakland, California"
 Schaeffler Mexico S De Rl De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Anbas Energy Systems ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Canship Ugland Ltd. ," Nagoya, Japan"," Tacoma, Washington"
 Hallburton Energy Serv1ces Inc ," Prince Rupert, BC, Canada"," Long Beach, California"
 Customs Research Laboratories ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
" Torishima Pump Mfg.Co.,Ltd. "," Kobe, Japan"," New York, New York"
" Torishima Pump Mfg. Co.,Ltd. "," Kobe, Japan"," New York, New York"
 Sulzer Pump Solutions Ireland Ltd. ," Antwerp, Belgium"," Charleston, South Carolina"
 Flomotion Systems Inc ," Le Havre, France"," New York, New York"
" Enduraplas, Inc "," Sydney, Australia"," Los Angeles, California"
 Uni Flo Pump Group ," Sydney, Australia"," Los Angeles, California"
 Muncie Power Products Inc ," Cape Town, South Africa"," New York, New York"
" Asc Industries,Inc. "," Yokohama, Japan"," Los Angeles, California"
 Diversitech Corporation ," Hamble, United Kingdom"," Atlanta, Georgia"
 Union Carbide ," Antwerp, Belgium"," Houston, Texas"
 S & N Pumps Clyde Union ," Hamble, United Kingdom"," Houston, Texas"
 Leistriz Corp. ," Antwerp, Belgium"," New York, New York"
 Pioneer Pump Inc ," Durban, South Africa"," New York/Newark Area, Newark, New Jersey"
 Melling Tool Co. ," La Spezia, Italy"," New York, New York"
 Various Maersk Vessels ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Opel Szentgotthard Kft ," Veracruz, Mexico"," Houston, Texas"
 Diversitech ," Liverpool, United Kingdom"," New York, New York"
 Penske Logistics ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Pierburg Pump Technology ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Sulzer Pumps Wastewater Mexico Sa ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 New Zealand Pump Co (Europe) ," Taoranga, New Zealand"," Savannah, Georgia"
