Cosignee,Origin,Destination
 Stone Partnerschip Inc ," Antwerp, Belgium"," New York, New York"
 Cooritalia Inc ," Antwerp, Belgium"," New York, New York"
 Jay Sackett Associates Inc ," Antwerp, Belgium"," Norfolk, Virginia"
 Cooritalia ," Antwerp, Belgium"," Los Angeles, California"
 Cooritalia Llc ," Le Havre, France"," Los Angeles, California"
 Andrea Michaelson ," Le Havre, France"," New York, New York"
 Brombal Usa Llc ," La Spezia, Italy"," New York, New York"
 Antiquities Llc ," Fos, France"," Los Angeles, California"
 Exquisite Surfaces Inc. ," Fos, France"," Los Angeles, California"
 Antiquities ," Fos, France"," Los Angeles, California"
 Vintage Elements Llc ," Fos, France"," Savannah, Georgia"
 Ann Skacks Tile and Stone ," Fos, France"," Norfolk, Virginia"
 Evastar Llc ," Fos, France"," Savannah, Georgia"
 Margaret Naeve Antiques ," Fos, France"," New York, New York"
 Savino Del Bene Usa - San Francisco ," Fos, France"," Savannah, Georgia"
" Haussmann Natural Stone, Inc. "," Fos, France"," Oakland, California"
 Venetian Stone Works ," Marseille, France"," Los Angeles, California"
 Cooritalia Llc (Ca) ," Marseille, France"," Oakland, California"
 Chateau Domingue Associate ," Valencia, Spain"," Houston, Texas"
 Vintage Elements ," Fos, France"," Savannah, Georgia"
 Vieux Paris Antiques ," Valencia, Spain"," New Orleans, Louisiana"
