Cosignee,Origin,Destination
 Durr Systems Inc. ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Lexco Inc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Duerr Systems Inc. ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Lexco Inc. ," Bremerhaven, Federal Republic of Germany"," Norfolk, Virginia"
" Lexco, Inc. "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Oneida Limited ," Hamburg, Federal Republic of Germany"," Savannah, Georgia"
" Ceram Environmental, Inc. "," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Tuesday Morning Inc. ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Ibiden Ceram Environmental Inc. ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Durr System Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Norbord ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 New Age Logistics ," Bremerhaven, Federal Republic of Germany"," Norfolk, Virginia"
