Cosignee,Origin,Destination
 Mitsubishi Caterpillar Forklift ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Schwing America Inc. ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
" Raymond-Muscatine Inc., "," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Abm Drives Inc ," Antwerp, Belgium"," Chester, Pennsylvania"
 Kion North Amercia Corp. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Raymond Muscatine Inc ," Bremerhaven, Federal Republic of Germany"," Norfolk, Virginia"
 Collins Machine Works ," Hamburg, Federal Republic of Germany"," New York, New York"
 Manitowoc Crane Group ," Hamburg, Federal Republic of Germany"," Baltimore, Maryland"
 Memo Corporation ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Andantex Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
" Nordex Usa, Inc. "," Bremerhaven, Federal Republic of Germany"," Baltimore, Maryland"
" Otis Elevator, Company "," Hamburg, Federal Republic of Germany"," New York, New York"
 Lock Drives Inc. ," Hamburg, Federal Republic of Germany"," New York, New York"
" North American Hydraulics, Inc . "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Unicarriers Americas Corporation ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Bpr/Rico Manufacturing Inc ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Cameron ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
" Brecoflex Co., Llc "," Bremerhaven, Federal Republic of Germany"," New York, New York"
" Rexnord Industries, Llc "," Antwerp, Belgium"," New York, New York"
 Grove Us Llc ," Hamburg, Federal Republic of Germany"," Baltimore, Maryland"
 Eickhoff Corporation ," Hamburg, Federal Republic of Germany"," Baltimore, Maryland"
 Stober Drives Inc. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Grove Us Llc Manitowoc Crane Grp ," Hamburg, Federal Republic of Germany"," New York, New York"
 Natureform Hatchery Systems ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Voith Turbo Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Kraft Fluid Systems Inc. ," Hamburg, Federal Republic of Germany"," New York, New York"
" North American Hydraulics, Inc. "," Hamburg, Federal Republic of Germany"," Charleston, South Carolina"
 Raymond Muscatine Inc. ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Bauer Manufacturing Conroe Bmc ," Hamburg, Federal Republic of Germany"," New York, New York"
" Sakai America, Inc "," Bremerhaven, Federal Republic of Germany"," Savannah, Georgia"
 Pet Processors Llc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Clark Material Handling Co. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" Club Car, Llc Parts & Services "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Manitowoc Crane Group Crane Care ," Hamburg, Federal Republic of Germany"," New York, New York"
 Supply Solutions De Mexico Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 American Augers Inc ," Rotterdam, Netherlands"," New York, New York"
 Asa Abloy Entrance Systems ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Bold Controls ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Maquila Solution Mexico Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Imts International Manufacturing Te ," Harburg, Federal Republic of Germany"," Baltimore, Maryland"
 Zf Transmissions Gray Court ," Harburg, Federal Republic of Germany"," Baltimore, Maryland"
 Bauer Manufacturing Inc ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
" North American Hydraulics, Inc "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Lavatec Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Nordex Jonesboro ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Linde Material Handling Corp. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Cam Process Valves - Little Rock ," Antwerp, Belgium"," New York, New York"
" Bruno Independent Living Aids, Inc. "," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Gleason Works Rochester ," Hamburg, Federal Republic of Germany"," New York, New York"
 Clark Material Handling Co ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Coperion Corp. ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Abm Drivers Inc. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 W. Plastics Corp ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
" National Oilwell Varco, Inc. "," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 the Gleason Works ," Hamburg, Federal Republic of Germany"," New York, New York"
 Joy Global Surface Mining Inc ," Le Havre, France"," New York, New York"
 Gm Warren Transmission ," Hamburg, Federal Republic of Germany"," New York, New York"
 Crown Equipment Corp ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 the Cookson Company Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Hoerbiger Automotive Comfort ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Assa Abloy Entrance Systems ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Manitowoc Cranes Llc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Andantex Inc. Usa ," Hamburg, Federal Republic of Germany"," New York, New York"
 North American Hydraulics Inc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Janesville Acoustics ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Speck Pumps Pool Products Inc ," Hamburg, Federal Republic of Germany"," Savannah, Georgia"
 Cummins Power Products ," Hamburg, Federal Republic of Germany"," New York, New York"
 Nissan Forklift Corporation ," Rotterdam, Netherlands"," New York, New York"
 Linde Material Handling Corporation ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Baumfolder Corporation ," Hamburg, Federal Republic of Germany"," New York, New York"
 Vipdoor Solutions Inc ," Hamburg, Federal Republic of Germany"," New York, New York"
 National Oilwell Rig Solutions ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Brecoflex Co. L.L.C. ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
