Cosignee,Origin,Destination
 Pacific Trellis Fruit ," Las Salinas, Chile"," Philadelphia, Pennsylvania"
 Horticola Cimarron S.a De C.V. ," Gioia Tauro, Italy"," Port Everglades, Florida"
 Great American Seafood Imports ,None Given," Long Beach, California"
" Buzzy, Inc. "," Rotterdam, Netherlands"," New York, New York"
 the Peterson Company ," Cartagena, Colombia"," Houston, Texas"
 the Scoular Company ," Manzanillo, Mexico"," Oakland, California"
 Mar-Lees Seafood Llc ," Porto de Sines, Portugal"," Boston, Massachusetts"
 Agroindustrias Gemso S.a. De C.V. ," Gioia Tauro, Italy"," Port Everglades, Florida"
" Aguilares, S.P.R De R.L. "," Gioia Tauro, Italy"," Port Everglades, Florida"
 Buzzy Inc ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Grow Engineering Sdn Bhd ," Tanjung Pelepas, Malaysia"," Tacoma, Washington"
 M/S Firstconcept Inc. ," Mina Raysut, Oman"," New York/Newark Area, Newark, New Jersey"
 Buzzy Inc. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Ut Freight Forwarders Ltd. ," Laem Chabang, Thailand"," Norfolk, Virginia"
 Milwaukee Brewers Baseball Club ," Rotterdam, Netherlands"," New York, New York"
" Vgrove Inc., "," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 J.Pica ," Kingston, Jamaica"," San Juan, Puerto Rico"
