Cosignee,Origin,Destination
 Almerimex S.a. De C.V. ," Valencia, Spain"," Port Everglades, Florida"
 Smart Foods Inc ," Buenos Aires, Argentina"," New York/Newark Area, Newark, New Jersey"
 Odem International Inc. ," Caucedo, Dominican Republic"," Philadelphia, Pennsylvania"
 Best Food Supplies Corp. ," Freeport, Grand Bahama Island, Bahamas"," Philadelphia, Pennsylvania"
 Cpna International Ltd ," Freeport, Grand Bahama Island, Bahamas"," Philadelphia, Pennsylvania"
 Cpna International Ltd. ," Buenos Aires, Argentina"," Philadelphia, Pennsylvania"
 Used Cranes & Materials Holland Bv ," Veracruz, Mexico"," Houston, Texas"
 Conductix Wampfler ," Duran, Ecuador"," Port Everglades, Florida"
 Royal Food Distributors ," Buenos Aires, Argentina"," New York/Newark Area, Newark, New Jersey"
 Servicosde Maquinaria De Elevacion ," Cartagena, Colombia"," Houston, Texas"
 Odem International ," Buenos Aires, Argentina"," Houston, Texas"
 River View Farms ," Genoa, Italy"," Norfolk, Virginia"
 Ingersoll Rand Company ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Ingersoll-Rand Company ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
" Xylem Dewatering Solutions, Inc. "," La Spezia, Italy"," New York, New York"
 New Medison Pullets ," La Spezia, Italy"," New York, New York"
" Midwest Poultry Services, Lp "," La Spezia, Italy"," New York, New York"
 Colorado Egg Llc ," Genoa, Italy"," Houston, Texas"
 Brake Parts Inc ," Genoa, Italy"," Norfolk, Virginia"
 Consolidated Diesel Company ," Genoa, Italy"," Norfolk, Virginia"
 Cummins Rmep C/O Gsm ," Genoa, Italy"," Norfolk, Virginia"
 Citterio U.S.a. Corporation ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Minnich Poultry Farm ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Consolidated Diesel Co Cdc ," La Spezia, Italy"," Norfolk, Virginia"
 Rizzoli International ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Theresa Sparacio - Henry Holt ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Green Valley Farm ," Genoa, Italy"," Savannah, Georgia"
 United States Steel Corporation ," Genoa, Italy"," Savannah, Georgia"
 Gradall Industries Inc ," Antwerp, Belgium"," Chester, Pennsylvania"
 Shaw Alloy Piping Products Inc ," Genoa, Italy"," New Orleans, Louisiana"
 Kanebridge Corporation ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Champinones El Encinal Mb Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Champimex Mb Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Cnh Industrial S.a. De C.V. ," Genoa, Italy"," Port Everglades, Florida"
 Mg Alimentos Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Champinones Los Altos Mb Sade Cv ," Genoa, Italy"," Port Everglades, Florida"
 Danieli Corporation Inc ," Genoa, Italy"," Savannah, Georgia"
 Czm Usa Corp ," Leghorn, Italy"," Savannah, Georgia"
 Ust Inc ," Leghorn, Italy"," Nashville, Tennessee"
 Hafele America Co. ," Genoa, Italy"," Savannah, Georgia"
 Shepherd Caster Corporation ," La Spezia, Italy"," New York, New York"
 Browstone Acres Properties Llc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Cummins Cmep ," Genoa, Italy"," Norfolk, Virginia"
 Asientos Vehiculares ," Genoa, Italy"," Port Everglades, Florida"
 Maccaferri Inc. ," La Spezia, Italy"," Seattle, Washington"
 Maccaferri Inc ," La Spezia, Italy"," Seattle, Washington"
 Hafele American Co ," Genoa, Italy"," Savannah, Georgia"
 Falcon Aerospace ," Genoa, Italy"," Miami, Florida"
 Berne Hi Way Hatchery ," La Spezia, Italy"," Norfolk, Virginia"
" Bosch Brake Components,Llc "," Genoa, Italy"," Houston, Texas"
 Bridgeport Magnetics Group Inc. ," Genoa, Italy"," New York, New York"
 Italian Harvest Inc. ," Porto de Sines, Portugal"," Oakland, California"
" Preferred Global Equipment, Llc "," Genoa, Italy"," New York, New York"
" Dodson Global, Inc. "," Genoa, Italy"," Houston, Texas"
" Lisec America, Inc. "," Genoa, Italy"," Houston, Texas"
 Dodson Global Inc ," Genoa, Italy"," Houston, Texas"
 Officine Gullo Usa ," Leghorn, Italy"," Miami, Florida"
 Hillandale Farms Llc ," La Spezia, Italy"," New York, New York"
 Czm Usa Corporation ," Leghorn, Italy"," Savannah, Georgia"
 United Egg Marketing Corp ," Leghorn, Italy"," Savannah, Georgia"
 Penske Logistics ," Genoa, Italy"," Savannah, Georgia"
 Ge Gas Turbines Llc ," Zeebrugge, Belgium"," Charleston, South Carolina"
 Atom Msc Usa ," Genoa, Italy"," Miami, Florida"
 Florim Usa ," Leghorn, Italy"," Savannah, Georgia"
 V&M Two Project Team ," La Spezia, Italy"," New York, New York"
 Exodus Machines Inc ," Genoa, Italy"," New York, New York"
 Michael Food Egg Prod Company ," La Spezia, Italy"," New York, New York"
 Hawkey Pride Egg Farm Llc ," Genoa, Italy"," Norfolk, Virginia"
 Axdahl Pullets Llc ," Genoa, Italy"," Norfolk, Virginia"
 Dorian Tool International Inc. ," Genoa, Italy"," New York, New York"
 Hussmann Corporation ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Vallourec Star Lp ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
