Cosignee,Origin,Destination
" 2nds In Building Material ,Inc. "," Valencia, Spain"," New Orleans, Louisiana"
 Commonwealth Brands Inc ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Supermercados Internacionales Heb S ," La Spezia, Italy"," Port Everglades, Florida"
 Beacham Limited ," Hamble, United Kingdom"," Baltimore, Maryland"
 to Order of Woodpecker Joinery ," Gooch Island, BC, Canada"," Long Beach, California"
 Pierre Henry Et Fils ," Gooch Island, BC, Canada"," Portland, Oregon"
 Mbm Speciality Forest Products Ltd. ," Gooch Island, BC, Canada"," Portland, Oregon"
 Timbmet Group Ltd. ," Gooch Island, BC, Canada"," Portland, Oregon"
" Unique Overseas Inc, "," Mina Raysut, Oman"," New York/Newark Area, Newark, New Jersey"
" J K L International, Inc. "," Laem Chabang, Thailand"," Los Angeles, California"
 Commonwealth-Altadis Inc. ," Bremerhaven, Federal Republic of Germany"," Port Everglades, Florida"
 American Bedding Mfg. Inc. ,None Given," Savannah, Georgia"
 Exxonmobil Sales & Supply Llc ," Sarnia, ONT, Canada"," Chicago, Illinois"
 Makita Mexico S.a. De C.V. ," Genoa, Italy"," Port Everglades, Florida"
 Supermercados Internacionales H.E.B ," La Spezia, Italy"," Port Everglades, Florida"
 Commonwealthbrands Inc ," Rotterdam, Netherlands"," Norfolk, Virginia"
 to Order Imperial Food Industries L ," Jebel Ali, United Arab Emirates"," New York/Newark Area, Newark, New Jersey"
 Southern Imperial Inc. ," Nagoya, Japan"," Tacoma, Washington"
 Harrington Brass Works ," Hamble, United Kingdom"," New York, New York"
 Julie Taiymi ," Tarragona, Spain"," New York/Newark Area, Newark, New Jersey"
 Sprague Energy ," Halifax, NS, Canada"," Providence, Rhode Island"
 Imperial Commercial Cooking ," Hamble, United Kingdom"," Los Angeles, California"
 Societe Altantiques Des Bois ," Gooch Island, BC, Canada"," Portland, Oregon"
 Badia Spices Inc ," Colombo, Sri Lanka"," Savannah, Georgia"
 Eagle Automotive Limited ," Gooch Island, BC, Canada"," Los Angeles, California"
 N.V. Etabl. Stevens & Co. S.a. ," Gooch Island, BC, Canada"," Portland, Oregon"
 Mieco Inc. ," Gooch Island, BC, Canada"," New York/Newark Area, Newark, New Jersey"
" Steelite International Usa, Inc. "," Laem Chabang, Thailand"," Los Angeles, California"
 Schindelzentrum Allgaeu Gmbh ," Gooch Island, BC, Canada"," Portland, Oregon"
 Timber Connection ," Gooch Island, BC, Canada"," Seattle, Washington"
 Aviva Stanoff ," Barcelona, Spain"," Norfolk, Virginia"
" Brooks Brothers Group, Inc. "," Tanjung Pelepas, Malaysia"," New York, New York"
" Cotton Valley Home, Inc. "," All Other Pakistan Ports, Pakistan"," New York, New York"
" Makita Latin America, Inc. (Mla) "," Genoa, Italy"," Port Everglades, Florida"
 Ms . Elan Wetterschneider Vice Pres ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
" Solely Construction Pte., Ltd "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Brooks Brother (Uk) Ltd ," Gooch Island, BC, Canada"," Portland, Oregon"
" Jones Jeanswear Group Inc, "," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Ms . Elan Wetterschneider ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Ms. Elan Wetterschneider Vice Presi ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Elan Wetterschneider Vice President ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Ms.Elan Wetterschneider Vice Presid ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Empresas Berrios ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Tajams Marble and Granite ," Colombo, Sri Lanka"," Houston, Texas"
 Ms. Elan Wetterschneider Vice Pre ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Elan Wetterschneider ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Ms Elan Wetterschneider ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Abrisivos Especialies Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
" Technibilt,Inc. "," Kingston, Jamaica"," Charleston, South Carolina"
 J.Hilburn Inc ," Penang, Malaysia"," Los Angeles, California"
 Mapa Sa ," Veracruz, Mexico"," Houston, Texas"
