Cosignee,Origin,Destination
 Roche Diagnostics Operations Inc ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Roche Diagnostics Corp ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Siemens Healthcare ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Roche Diagnostics Corporation ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Roche Molecular Systems Inc ," Rotterdam, Netherlands"," New York, New York"
 Diamond Diagnostics ," Hamburg, Federal Republic of Germany"," New York, New York"
 Microgenics Corporation ," Rotterdam, Netherlands"," Oakland, California"
 Diamond Diagnostics Inc. ," Bremerhaven, Federal Republic of Germany"," Boston, Massachusetts"
 Roche Diabetes Care Inc ," Rotterdam, Netherlands"," New York, New York"
 Elitech Group ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Productos Roche S.a. De C.V. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Bledsoe Brace ," Haifa, Israel"," New York, New York"
 Roche Molecular Systems ," Rotterdam, Netherlands"," New York, New York"
 Ortho-Clinical Diagnostics ," Hamburg, Federal Republic of Germany"," New York, New York"
 Fisher Diagnostics ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Beckman Coulter Inc. ," Fos, France"," Miami, Florida"
 Hach Company ," Tokyo, Japan"," Los Angeles, California"
 Elitechgroup Inc ," Rotterdam, Netherlands"," New York, New York"
 Beckman Coulter ," Fos, France"," New York, New York"
 Siemens Healthcare Diagnostics Inc. ," Antwerp, Belgium"," Norfolk, Virginia"
 Siemens Healthcare Diagnostics ," Tokyo, Japan"," Los Angeles, California"
 Elitech North America ," Rotterdam, Netherlands"," Los Angeles, California"
 Ventana Medical Systems Inc ," Le Havre, France"," New York, New York"
 Diba Industries Inc ," Liverpool, United Kingdom"," New York, New York"
 Diamond Diagnostics Inc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Microgenics Corp ," Rotterdam, Netherlands"," Oakland, California"
 Clariant Corporation ," Hamble, United Kingdom"," Los Angeles, California"
 Scantibodies Lab ," Hamburg, Federal Republic of Germany"," New York, New York"
 Vital Diagnostics Inc. ," Leghorn, Italy"," Oakland, California"
 Solabia Usa Inc ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Novadaq Technologies ," Goteborg, Sweden"," New York, New York"
 Vital Diagnostic Inc ," Leghorn, Italy"," Los Angeles, California"
 Librerias Gonvill Sa ," Valencia, Spain"," Port Everglades, Florida"
 Dsi Distribution Warehouse ," Liverpool, NS, Canada"," New York, New York"
 Grifols Usa Llc ," Leghorn, Italy"," Port Everglades, Florida"
 General Atomics ," Hamburg, Federal Republic of Germany"," Los Angeles, California"
 Distribution Warehouse ," Le Havre, France"," New York, New York"
