Cosignee,Origin,Destination
 Vermont Quarries Corporation ," La Spezia, Italy"," New York, New York"
 Omicron Supplies Llc ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
" East Coast Tiles Imports,Inc. "," La Spezia, Italy"," New York, New York"
" M S International, Inc. "," Victoria, Brazil"," Baltimore, Maryland"
 Stone Holdings Inc ," Victoria, Brazil"," Norfolk, Virginia"
 Indus Trade and Tech Dba Stone Mart ," La Spezia, Italy"," New York, New York"
 M.S. International Inc. ," La Spezia, Italy"," New York, New York"
 Euro Marble and Granite Corp ," Naples, Italy"," New York, New York"
 K2 International Granite and Marble ," Naples, Italy"," New York, New York"
 Porter Tile and Marble Ltd. ," La Spezia, Italy"," Long Beach, California"
 Br Stone Co. ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Marble Systems Inc ," All Other Sicily Ports, Italy"," Norfolk, Virginia"
 Arizona Tile Llc ," Leghorn, Italy"," Los Angeles, California"
 Tuscan Stone Imports ," La Spezia, Italy"," New Orleans, Louisiana"
 Stone E Tile Expo ," La Spezia, Italy"," Norfolk, Virginia"
 Stoneline Group Llc ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Modern Stone Designs (a Division of ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Ms International Inc. ," Durban, South Africa"," Norfolk, Virginia"
 Triton Stone Group ," Genoa, Italy"," Miami, Florida"
 Wonderstone Llc ," Victoria, Brazil"," Norfolk, Virginia"
 Omicron ," Leghorn, Italy"," Miami, Florida"
 Intercontinental Marble Corp ," La Spezia, Italy"," Miami, Florida"
 Marke & Bennaton Associated Corp ," La Spezia, Italy"," New York, New York"
" Indo American Business, Inc. "," La Spezia, Italy"," New York, New York"
 Old Country Ceramic Tile ," La Spezia, Italy"," New York, New York"
 H&F Stone Corp ," Gioia Tauro, Italy"," Port Everglades, Florida"
 Hilltop Granites Llc ," Veracruz, Mexico"," Houston, Texas"
" Marble Express Pfl Enterprises, I "," Victoria, Brazil"," Long Beach, California"
 American Granite Company Llc (Naple ," All Other Sicily Ports, Italy"," Port Everglades, Florida"
 Midwest Tile & Marble ," La Spezia, Italy"," Norfolk, Virginia"
 Marble and Granite Supply of Illino ," La Spezia, Italy"," Norfolk, Virginia"
 Ideal Tile Importing Co. Inc. ," La Spezia, Italy"," New York, New York"
 Marmoles Arca Sa De Cv ," La Spezia, Italy"," Port Everglades, Florida"
 Oregon Tile and Marble ," La Spezia, Italy"," Seattle, Washington"
 Triton Stone Group Southaven ," La Spezia, Italy"," New Orleans, Louisiana"
 Terrazzo & Marble Supply Co ," Santos, Brazil"," Norfolk, Virginia"
" Stone and Surface Designers, Inc "," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Gran Trade Inc. ," La Spezia, Italy"," New York, New York"
" Rai Design Imports,Inc "," Naples, Italy"," New York, New York"
" European Granite and Marble Group, "," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Granite & Marble Works Inc. ," La Spezia, Italy"," New York, New York"
 Lm Stone ," La Spezia, Italy"," New York, New York"
 Stone Source Inc ," La Spezia, Italy"," New York, New York"
 European Granite and Marble Corp. ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 M S International Inc ," Santos, Brazil"," Norfolk, Virginia"
 Key'S Granite Inc. ," La Spezia, Italy"," Miami, Florida"
 Amsum & Ash ," La Spezia, Italy"," Norfolk, Virginia"
 Crs Marble and Granite Llc ," All Other Sicily Ports, Italy"," Houston, Texas"
 Dee Brown Inc. ," La Spezia, Italy"," Houston, Texas"
 Chbriggs Company ," Santos, Brazil"," New York, New York"
" Ms International, Inc "," Victoria, Brazil"," Houston, Texas"
 Asi Stone Imports ," Leghorn, Italy"," Houston, Texas"
 Intrepid Enterprises ," Leghorn, Italy"," Houston, Texas"
 Avanti Stone ," Leghorn, Italy"," Houston, Texas"
 Ms International ," La Spezia, Italy"," Savannah, Georgia"
 Eusebio Natural Stone Internat ," La Spezia, Italy"," New York, New York"
 Terrazzo E Marble ," La Spezia, Italy"," New York, New York"
 Associated Marble Industry Inc ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 M.S. International ," La Spezia, Italy"," New York, New York"
" United Materials , Inc "," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 East Coast Tiles ," La Spezia, Italy"," New York, New York"
 Boston Granite Exchange ," La Spezia, Italy"," Boston, Massachusetts"
 Marble & Granite ," La Spezia, Italy"," Boston, Massachusetts"
 Gerard Dente Trading Co ," La Spezia, Italy"," New York, New York"
 Stone Source ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Pinelawn Memorial Park ," La Spezia, Italy"," New York, New York"
 Hindustan Granites Inc. ," La Spezia, Italy"," New York, New York"
 K & K Marble & Granite Inc. ," Naples, Italy"," New York, New York"
 Nash Granites and Marble Inc. ," La Spezia, Italy"," New York, New York"
 Ballerina Jewelers ," Genoa, Italy"," Miami, Florida"
 Pacific Shore Trading ," Kingston, Jamaica"," Savannah, Georgia"
 Margranite Industries Ltd ," Leghorn, Italy"," Los Angeles, California"
 Marmol Export Usa (Ca) ," Leghorn, Italy"," Los Angeles, California"
 Stoneland ," Leghorn, Italy"," Los Angeles, California"
 Marbolis ," Leghorn, Italy"," Los Angeles, California"
" Levantina Usa, Inc "," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Georgian Stone Corp. ," La Spezia, Italy"," Savannah, Georgia"
 Mediterranean Designs Inc ," Naples, Italy"," Savannah, Georgia"
 Pacific Shores Stones Llc ," La Spezia, Italy"," Savannah, Georgia"
 Avanti Marble ," Leghorn, Italy"," Baltimore, Maryland"
 Fairfax Marble and Granite ," Leghorn, Italy"," Baltimore, Maryland"
 Opustone Granite Marble Distributor ," La Spezia, Italy"," Port Everglades, Florida"
 Aracruz International Granite Llc ," Victoria, Brazil"," Long Beach, California"
 Damar Natural Stone Imports Inc. ," La Spezia, Italy"," Norfolk, Virginia"
 Stone West Inc. ," La Spezia, Italy"," Los Angeles, California"
 Tropical Stone Llc ," Santos, Brazil"," Philadelphia, Pennsylvania"
 Ilkem Marble & Granite ," Santos, Brazil"," New York/Newark Area, Newark, New Jersey"
 Comercializadora De Piedras Nat. Sa ," La Spezia, Italy"," Port Everglades, Florida"
 Natural Stone Distributors ," La Spezia, Italy"," New Orleans, Louisiana"
 Ntp Marble Inc. ," Genoa, Italy"," New York, New York"
 Agm Imports ," Victoria, Brazil"," Savannah, Georgia"
 Marmi Natural Stone ," La Spezia, Italy"," Savannah, Georgia"
 M.S. International Inc ," La Spezia, Italy"," Seattle, Washington"
 American Granite and Tile ," Santos, Brazil"," Norfolk, Virginia"
 Stone E Surfaces Designers Inc ," Leghorn, Italy"," Miami, Florida"
 Ceramic Matrix ," La Spezia, Italy"," Port Everglades, Florida"
 Superior Granite & Marble by Vivald ," Santos, Brazil"," Houston, Texas"
 Global Stone Resources Ltd ," Victoria, Brazil"," Cleveland, Ohio"
