Cosignee,Origin,Destination
 Bahri General Cargo ," Leghorn, Italy"," Houston, Texas"
 Sas Shoemaker ," Genoa, Italy"," Houston, Texas"
 Ttsw Worldwide ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Pernas Y Cia. Editores Y Distribuid ," Barcelona, Spain"," Port Everglades, Florida"
 Pernas Y Compa Ia Editores Y ," Barcelona, Spain"," Port Everglades, Florida"
 Traffic Tech International ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
" Traffic Tech Intl., Inc. (Fl) "," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Pernas Y Cia Edit.Y Distrib Sa Cv ," Barcelona, Spain"," Port Everglades, Florida"
 Turkon America Inc. ," Salerno, Italy"," Savannah, Georgia"
 Turkon America ," Salerno, Italy"," Savannah, Georgia"
 Les Missionnaire De Saint Charles ," Piraeus, Greece"," New York/Newark Area, Newark, New Jersey"
