Cosignee,Origin,Destination
" ""Sporting Supplies "," Leningrad, Russia"," Baltimore, Maryland"
 Blixt and Company Llc ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Sporting Supplies International Inc ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Hornady Manufacturing Company ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Dkg Trading Inc. ," Bremerhaven, Federal Republic of Germany"," Norfolk, Virginia"
 Southern Ballistic Research Llc ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
" Sporting Supplies International, In "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" ""Hornady Manufacturing Co."" "," Bremerhaven, Federal Republic of Germany"," Norfolk, Virginia"
" ""Dkg Trading Inc."" "," Leningrad, Russia"," Baltimore, Maryland"
" ""Eurosports, Llc"" "," Leningrad, Russia"," Baltimore, Maryland"
 to the Order of ," Leningrad, Russia"," Baltimore, Maryland"
" ""Hornady Manufacturing Co"" "," Leningrad, Russia"," Baltimore, Maryland"
 Kent Gamebore Corp ," Liverpool, United Kingdom"," Norfolk, Virginia"
 Blixt & Company Llc ," Liverpool, United Kingdom"," Chester, Pennsylvania"
