Cosignee,Origin,Destination
 Emf Corporation Rochester ," Hamburg, Federal Republic of Germany"," New York, New York"
 Osram Sylvania Inc. ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
" Osram Sylvania, Inc. "," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Osram Sylvania ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Osram Gmbh. ," Altamira, Mexico"," Houston, Texas"
 Osram Gmbh ," Altamira, Mexico"," Houston, Texas"
" Osram, S.a. De C.V. "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Osram Sylvania Inc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Wolfram Inc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Jelight Comapny Inc ," Hamburg, Federal Republic of Germany"," New York, New York"
 Osram Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Eye Lighting International ," Hamburg, Federal Republic of Germany"," New York, New York"
 Interlectric Corp ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Osram Argentina Saci ," Veracruz, Mexico"," Houston, Texas"
 Osram S.a De C.V. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Lumen International Miami Inc. ," Bremerhaven, Federal Republic of Germany"," Miami, Florida"
 Schenker Deutschland Ag ," Veracruz, Mexico"," Houston, Texas"
" Osram Sylvania Products,Inc. "," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Osram Sylvania Prod. ," Hamburg, Federal Republic of Germany"," New York, New York"
" Interlectric Corp., "," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Osram Sylvania Products Inc. ," Antwerp, Belgium"," New York, New York"
 Osram De Peru S.a.C. ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Osram Chile Limitada ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Lumen Intl Miami Inc. ," Bremerhaven, Federal Republic of Germany"," Miami, Florida"
 Lumen International ," Bremerhaven, Federal Republic of Germany"," Port Everglades, Florida"
" Aamsco Lighting, Inc "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
