Cosignee,Origin,Destination
 Specma Hydraulic Us Inc ," Antwerp, Belgium"," Houston, Texas"
 Uniflex of America Ltd. ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Ilc Dover ," Haifa, Israel"," New York, New York"
 Ilc Dover Lp ," Haifa, Israel"," New York, New York"
 Alex Lyon & Son ," Hamble, United Kingdom"," New York, New York"
 Eaton Corp ," Hamburg, Federal Republic of Germany"," Baltimore, Maryland"
 Uniflex International ," Hamble, United Kingdom"," Houston, Texas"
 Suelas Wyny Sa De Cv ," Leghorn, Italy"," Port Everglades, Florida"
 Suelas Wyny S.a. De C.V.Carretera ," Leghorn, Italy"," Port Everglades, Florida"
 Marmol Export U.S.a. ," La Spezia, Italy"," Long Beach, California"
 Teneria Duenas Del Centro Sa De Cv ," Genoa, Italy"," Savannah, Georgia"
" a. Ponzanelli, S.a. De C.V. "," Leghorn, Italy"," Port Everglades, Florida"
 Walker and Zanger Inc. ," Leghorn, Italy"," New York, New York"
 Comercializadora De Piedras Nat. Sa ," La Spezia, Italy"," Port Everglades, Florida"
 Grupo Tenerife S.a. De C.V. ," La Spezia, Italy"," Port Everglades, Florida"
 Pacific Shore Stones ," La Spezia, Italy"," Long Beach, California"
 Marmol Export U.S.a. Lax ," La Spezia, Italy"," Long Beach, California"
 Rubia Di Bra Llc ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Suelas Wyny S.a. De C.V. ," Leghorn, Italy"," Port Everglades, Florida"
" Southland Stone Usa, Inc. "," La Spezia, Italy"," Long Beach, California"
 Ecstatic Stone Llc ," La Spezia, Italy"," Charleston, South Carolina"
 Expeditors International of Washing ," Goteborg, Sweden"," Baltimore, Maryland"
 Expeditors International ," Goteborg, Sweden"," Baltimore, Maryland"
 Autoliv Mexico Sa De Cv(Amx) - 84 ," Antwerp, Belgium"," Savannah, Georgia"
 Ssf Imported Auto Parts ," Bremerhaven, Federal Republic of Germany"," Los Angeles, California"
 Expeditors Intl of Wa Inc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Paris Foods- Trappe ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Alpi Usa Inc. ," Goteborg, Sweden"," New York/Newark Area, Newark, New Jersey"
 Jennmar Corporation ," Bremerhaven, Federal Republic of Germany"," Oakland, California"
 Roth Industries Inc. ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Barilla America Inc ," Norrkoping, Sweden"," New York/Newark Area, Newark, New Jersey"
 Skf Usa Inc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 a. Lava & Son Co ," Hamble, United Kingdom"," Norfolk, Virginia"
 Alfa Laval Inc. ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Dsi Underground Systems Inc. ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Cavotec Usa Inc. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
