Cosignee,Origin,Destination
 Garden State Tile Distributors Inc. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Isc Surfaces ," La Spezia, Italy"," New York, New York"
 Virginia Tile Company ," La Spezia, Italy"," Norfolk, Virginia"
 Katelo Inc ," Genoa, Italy"," Norfolk, Virginia"
" Marca Corona Usa, Llc "," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Pental Granite and Marble Inc. ," La Spezia, Italy"," Seattle, Washington"
 Ceramic Technics ," La Spezia, Italy"," Savannah, Georgia"
 the Belknap White Group Inc ," La Spezia, Italy"," New York, New York"
 Atlas Concorde Usa ," La Spezia, Italy"," Savannah, Georgia"
 Virginia Tile ," La Spezia, Italy"," Norfolk, Virginia"
 Hamilton Parker Company ," La Spezia, Italy"," Norfolk, Virginia"
 Old Country Ceramic Tile ," La Spezia, Italy"," New York, New York"
 Ceramic Tileworks ," La Spezia, Italy"," Norfolk, Virginia"
 Crossville Ceramics ," Leghorn, Italy"," Savannah, Georgia"
 Ames Tile and Stone Ltd ," Leghorn, Italy"," Los Angeles, California"
 Interstate Flooring Llc Dba Isc Sur ," La Spezia, Italy"," New York, New York"
 Creative Material Corp. ," La Spezia, Italy"," New York, New York"
 Boreas Sa De Cv ," La Spezia, Italy"," Port Everglades, Florida"
 Unique Tile Ltd ," La Spezia, Italy"," Norfolk, Virginia"
 Dal Tile Corporation ," La Spezia, Italy"," Baltimore, Maryland"
 Tile For Less ," La Spezia, Italy"," Seattle, Washington"
 Tileshop ," Leghorn, Italy"," Oakland, California"
 Biaggio Tile ," La Spezia, Italy"," Oakland, California"
 Padron Inc ," La Spezia, Italy"," Miami, Florida"
 Comimpex Flooring and Finishes ," La Spezia, Italy"," Miami, Florida"
 Handydeck System Inc ," La Spezia, Italy"," Baltimore, Maryland"
 Euro Ceramic Tile Dist. Ltd. ," La Spezia, Italy"," Long Beach, California"
 Padron Bros Flooring ," Leghorn, Italy"," Miami, Florida"
" Mosaic Solutions & More, Inc. "," Genoa, Italy"," Miami, Florida"
" Mosaic Solutions More, Inc. "," Genoa, Italy"," Miami, Florida"
 American Tile & Stone ," La Spezia, Italy"," Houston, Texas"
 Design Materials Inc. ," La Spezia, Italy"," Houston, Texas"
 Louisville Tile Distributors Inc ," La Spezia, Italy"," Savannah, Georgia"
 American Tile and Stone ," La Spezia, Italy"," Houston, Texas"
 Arizona Tile Llc ," La Spezia, Italy"," Long Beach, California"
 Ceramic Technics 1298 ," La Spezia, Italy"," Savannah, Georgia"
 Virginia Tile (Mi) ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Louisville Tile Distribuitors Inc ," La Spezia, Italy"," Norfolk, Virginia"
 Stone & Tile of Pr ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Iberia Tile Llc ," Leghorn, Italy"," Miami, Florida"
 Creative Materials Corp ," Valencia, Spain"," Long Beach, California"
 Usa Tile & Marble ," Leghorn, Italy"," Port Everglades, Florida"
 Old Country Ceramic Tile Inc ," La Spezia, Italy"," New York, New York"
 Lousville Tile Distributors Inc ," La Spezia, Italy"," Norfolk, Virginia"
 Kubrelam Sa De Cv ," Leghorn, Italy"," Port Everglades, Florida"
 Architectural Source ," Leghorn, Italy"," New York, New York"
 Iberia Tiles ," Genoa, Italy"," Port Everglades, Florida"
 Mosaic Solution and More Inc. ," Leghorn, Italy"," Port Everglades, Florida"
 Trends In Tile ," La Spezia, Italy"," Norfolk, Virginia"
 Tile Market of San Marco ," La Spezia, Italy"," Savannah, Georgia"
 Speciality Tile Products Inc ," La Spezia, Italy"," Savannah, Georgia"
 Interstate Flooring ," La Spezia, Italy"," Norfolk, Virginia"
 East Coast Tiles ," La Spezia, Italy"," New York, New York"
 Ceratec ," La Spezia, Italy"," Boston, Massachusetts"
