Cosignee,Origin,Destination
 Patina Inc. ," Genoa, Italy"," Savannah, Georgia"
 Rest-Agio Llc ," Leghorn, Italy"," Miami, Florida"
 Il Buco Vita ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Visser Closets Inc. ," Genoa, Italy"," Port Everglades, Florida"
" Bimca Y Asociados, S.a. De "," Genoa, Italy"," Port Everglades, Florida"
 Bimca Y Asociados Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Euro Supply Ltd ," Leghorn, Italy"," New York, New York"
 Layachi Aziri / Arizona Mineral & F ," Valencia, Spain"," Houston, Texas"
 Bimca Y Asociados S.a. De C.V. ," Leghorn, Italy"," Port Everglades, Florida"
 Graziano Sbroggio ," Genoa, Italy"," Port Everglades, Florida"
 D. La Porte N.a. Llc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 the Door Expo ," Genoa, Italy"," New York, New York"
 Eastern Shipbuilding Group Inc ," Rotterdam, Netherlands"," New York, New York"
 Yamini Kitchens and More + ," La Spezia, Italy"," Port Everglades, Florida"
 Yamini Kitchens and More ," La Spezia, Italy"," Port Everglades, Florida"
 Yamini Kitchens and More Inc. ," Leghorn, Italy"," Miami, Florida"
 Findlay Products Corporation ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Tandia Abdramane- ," Algeciras, Spain"," New York/Newark Area, Newark, New Jersey"
 Mitchell Gold Bob Williams ,None Given," Savannah, Georgia"
 Pestell Minerals & Ingredients ," Santos, Brazil"," New York, New York"
 Polyad Services Llc ," Itajai, Brazil"," Houston, Texas"
" Ioditech, Inc. ",None Given," New York/Newark Area, Newark, New Jersey"
 Ford Storage ," Santos, Brazil"," Philadelphia, Pennsylvania"
