Cosignee,Origin,Destination
 Linde Group ," Goteborg, Sweden"," New York, New York"
 Linde Global Helium Inc ," Cartagena, Colombia"," Miami, Florida"
 Equip Manufacturing Co Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Allways Forwarding Inc ," Bur Said, Egypt"," New York/Newark Area, Newark, New Jersey"
 Mira International Foods Inc ," Bur Said, Egypt"," New York/Newark Area, Newark, New Jersey"
 Mobile Climate Control York Corp ," Hamburg, Federal Republic of Germany"," New York, New York"
 Ikaria ," Montevideo, Uruguay"," New York, New York"
 Aga Marvel ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
" Rpk Mexico, S.a. De Cv "," Barcelona, Spain"," Port Everglades, Florida"
 to Order of Aga Motors (Holdings) ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Grand Century Trading Development C ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Linde North America Inc. ," Hamburg, Federal Republic of Germany"," New York, New York"
 Linde Electronics & Speciality Gas ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Airgas U.S.a. ," Montevideo, Uruguay"," Port Everglades, Florida"
 Bayyurt Marble Inc ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
