Cosignee,Origin,Destination
 Bruno Rimini Corp ," La Spezia, Italy"," Oakland, California"
" Burberry Vineland Usa, "," Genoa, Italy"," New York, New York"
 Prima Free Trade Cancun Sa De Cv ," La Spezia, Italy"," Port Everglades, Florida"
 American Granite Florida Llc ," Leghorn, Italy"," Port Everglades, Florida"
 Simply Stated Wines ," Leghorn, Italy"," Los Angeles, California"
 William J. Deutsch & Sons Ltd. ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Ttm Technologies Inc ," Genoa, Italy"," Los Angeles, California"
 William J. Deutsch & Sons - North B ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 W J Deutsch & Sons ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 Bruno Rimini Corp. ," Algeciras, Spain"," Houston, Texas"
 Sansori Agri Enterprises ," La Spezia, Italy"," Oakland, California"
 Vita Plus Corporation Distribution ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Suwanee Valley Feeds ," La Spezia, Italy"," Charleston, South Carolina"
 Tivoli Audio Llc ," Rotterdam, Netherlands"," New York, New York"
 Burberry Ny Wholesale Bb Retail ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Dzine Elements ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Alvin Ailey American Dance ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
" Koper Furniture, Inc. "," Kingston, Jamaica"," San Juan, Puerto Rico"
