Cosignee,Origin,Destination
 Lan Airlines ," San Antonio, Chile"," Port Everglades, Florida"
 World Finer Foods Inc. ," Vung Tau, Vietnam"," New York, New York"
" Star Snacks. Co. Llc, "," All Other Viet Nam Ports, Vietnam"," New York/Newark Area, Newark, New Jersey"
 Star Snacks.Llc ," Vung Tau, Vietnam"," New York/Newark Area, Newark, New Jersey"
 Challenger Sports Teamwear Llc ," Vung Tau, Vietnam"," Long Beach, California"
 Sld Commodities Inc. ," Vung Tau, Vietnam"," Los Angeles, California"
 Mid-State Wine Liquors ," Barcelona, Spain"," Houston, Texas"
 Jfe Shoji Trade America Inc. ," Ho Chi Minh City, Vietnam"," Long Beach, California"
 Atlantix Commodities ," Vung Tau, Vietnam"," New York/Newark Area, Newark, New Jersey"
 North Bay Apparel Llc ," Kajang, Malaysia"," New York/Newark Area, Newark, New Jersey"
" to Order of Tuong Lan Agrex Co., Lt "," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
" Mars Petcare Us , Inc. "," Antwerp, Belgium"," Houston, Texas"
 Touton Selections ," Porto de Sines, Portugal"," New York/Newark Area, Newark, New Jersey"
" Timing Inc., "," Vung Tau, Vietnam"," Los Angeles, California"
" Sld Commodities, Inc., "," Kajang, Malaysia"," New York/Newark Area, Newark, New Jersey"
 Lan Airlines Comat Department 1901 ," Callao, Peru"," Port Everglades, Florida"
" a & H Soprtwear Co., Inc. "," Vung Tau, Vietnam"," Los Angeles, California"
" C.H.Robinson Freight Services,Ltd "," Mina Raysut, Oman"," Houston, Texas"
 Chicken of the Sea International ,None Given," Jacksonville, Florida"
 Kulae C/O Fulfillment Corporation ," Kobe, Japan"," Tacoma, Washington"
 Mars Petcare ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Sedona Lace Llc ," Kobe, Japan"," Tacoma, Washington"
 Roentgen Usa Llc ," Barcelona, Spain"," Norfolk, Virginia"
 Mhw Ltd/Well Oiled Wine ," Barcelona, Spain"," New York/Newark Area, Newark, New Jersey"
" Dc Shoes, Inc. "," Ho Chi Minh City, Vietnam"," Long Beach, California"
 Blake Bocknicek ," Hamble, United Kingdom"," New York, New York"
" International Wine and Spirits, I "," Barcelona, Spain"," Miami, Florida"
 Arbor Beverage Co ," Porto de Sines, Portugal"," New York, New York"
 Keystone Fruit Marketing Inc ," Lazaro Cardenas, Mexico"," Los Angeles, California"
 Nephron Pharmaceuticals ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Keystone Fruit Marketing Inc. ," Cartagena, Colombia"," Philadelphia, Pennsylvania"
 Keystone Fruit Marketing ," Manzanillo, Mexico"," Los Angeles, California"
" Quiksilver Canada,Corp "," Ho Chi Minh City, Vietnam"," Long Beach, California"
" Navarro Y Pujol Importaciones, S.a. "," Porto de Sines, Portugal"," Port Everglades, Florida"
" Keystone Fruit Marketing, Inc. "," Callao, Peru"," Philadelphia, Pennsylvania"
 Bayer Sa Tax Id. J000304459 ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Global Road Sealing Inc Warehouse ," Vung Tau, Vietnam"," Los Angeles, California"
 Vino Direct Llc ," La Spezia, Italy"," Long Beach, California"
 Pho Saigon Pearl ," Vung Tau, Vietnam"," Long Beach, California"
 Symbol Technologies Inc ," Manila, Philippines"," Los Angeles, California"
" Mendez & Co,Inc. "," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Aruba Hotel Enterprises Nv ," Tarragona, Spain"," New York/Newark Area, Newark, New Jersey"
" a.H Schreiber Co., Inc "," Ho Chi Minh City, Vietnam"," Long Beach, California"
 Lan Airlines Comatdepartment 1901 ," Callao, Peru"," Port Everglades, Florida"
 Industrias Cavalier Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
" Benson Mills Inc., "," Tanjung Pelepas, Malaysia"," New York/Newark Area, Newark, New Jersey"
 Chi Commodities Handlers Inc. ," Colombo, Sri Lanka"," Los Angeles, California"
 Ivonne S.a. De C.V. ," Leghorn, Italy"," Port Everglades, Florida"
 Navarro Y Pujol Importaciones Sa De ," Porto de Sines, Portugal"," Port Everglades, Florida"
 Tween Brands Service Co. ," Vung Tau, Vietnam"," Los Angeles, California"
" a & H Sportswear Co., Inc. "," Vung Tau, Vietnam"," Los Angeles, California"
" C.H. Robinson Freight Services,Ltd "," Colombo, Sri Lanka"," Savannah, Georgia"
 Mhw / Well Oiled Wine ," Valencia, Spain"," New York, New York"
 Ikeddi Imports Llc ," Ho Chi Minh City, Vietnam"," Long Beach, California"
" a & H Sportswear Co., Inc "," Vung Tau, Vietnam"," Long Beach, California"
" Red River Foods Inc, "," Vung Tau, Vietnam"," New York, New York"
" a.H. Schreiber Co., Inc "," Ho Chi Minh City, Vietnam"," Los Angeles, California"
 Mainstream International Co ," Tokyo, Japan"," Tacoma, Washington"
 Wal-Mart Canada Corp. ," Tanjung Pelepas, Malaysia"," Seattle, Washington"
 Clarence Thomas Ltd ," Bridgetown, Barbados"," West Palm Beach, Florida"
" Thales Avionics, Inc. "," San Antonio, Chile"," New York, New York"
 Delphne Howard Wright ," Vung Tau, Vietnam"," Los Angeles, California"
 Grape Expectations Inc ," Barcelona, Spain"," Oakland, California"
 C-Air Customhouse Brokers Forwarder ," Johore, Malaysia"," New York, New York"
 Calabas Properties Inv ," Tarragona, Spain"," New York/Newark Area, Newark, New Jersey"
 Stansfeld Scott & Co Ltd ," Barcelona, Spain"," Port Everglades, Florida"
 Phoenix International Freight ," Mina Raysut, Oman"," Savannah, Georgia"
