Cosignee,Origin,Destination
 Belmont Distribution ," Felixstowe, United Kingdom"," Los Angeles, California"
 Touton Selections ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Ap Wine Imports ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Misa Imports ," Le Havre, France"," Houston, Texas"
 Brescome Barton Inc ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Wj Deutsch - Blue Division ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Intervine Inc. ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Usa Wine Imports ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Maritime Wine Trading Collective ," Fos, France"," Oakland, California"
 Grape Expectations Inc ," Fos, France"," Oakland, California"
 Southern Wine & Spirits ," Le Havre, France"," Oakland, California"
 United Liquor Ltd ," Bremerhaven, Federal Republic of Germany"," Boston, Massachusetts"
 Georgia Crown-Central Facility ," Bremerhaven, Federal Republic of Germany"," Savannah, Georgia"
 Lipman Bros Inc ," Bremerhaven, Federal Republic of Germany"," Savannah, Georgia"
 Scott Levy Selections Llc ," Le Havre, France"," New Orleans, Louisiana"
 Ms Walker Inc ," Fos, France"," Boston, Massachusetts"
 Total Beverage Solution ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Fruit of the Vine Inc ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 the Village Wine ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Intervine Incorporated ," Antwerp, Belgium"," Los Angeles, California"
 Societe Wine Warehouse ," Fos, France"," Los Angeles, California"
 Georgia Crown ," Le Havre, France"," Savannah, Georgia"
 T. Elenteny Imports ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Glazer'S - Columbus ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Glazer Wholesale Dist Tx Farmer ," Le Havre, France"," Houston, Texas"
 Fairn and Swanson ," Rotterdam, Netherlands"," Oakland, California"
 Tasty Wines Import Inc ," Valencia, Spain"," Miami, Florida"
" J and J Importers, Llc "," Le Havre, France"," New York, New York"
 William J. Deutsch-Blue Division ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Hb Wine Merchant ," Le Havre, France"," New York, New York"
 Lionstone International ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Wines and Beyond Imports Llc (Wbi) ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Bridge Imports ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Breakthru Beverage Florida (Miramar ," Barcelona, Spain"," Miami, Florida"
" Drs Imports, Inc. "," Barcelona, Spain"," Miami, Florida"
 Kysela Pere & Fils Ltd ," Fos, France"," Norfolk, Virginia"
 Empire Merchants ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Wine-Cask Imports ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Southern Wine Spirits Syracuse ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 W J Deutsch & Sons ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Southern Wine Spirits Syosset ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Jackson Family Wine Inc ," Le Havre, France"," Oakland, California"
 Perfecta Wine Company ," Valencia, Spain"," Boston, Massachusetts"
 Palm Bay International ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Southern W&S of Syosset ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 American B.D. Company ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 W.J. Deutsch Sons-Blue ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 T & Beer Inc ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Western Carriers In Bond ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Diageo Chateau & Estate ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Southern Wine Spirits Santa Fe Spri ," Porto de Sines, Portugal"," Los Angeles, California"
 Mutual Distributing Company ," Fos, France"," Norfolk, Virginia"
 Vos Selections ," Le Havre, France"," New York, New York"
 Schaefer-Reichart Selections ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Ole Imports Llc ," Barcelona, Spain"," New York, New York"
 Beaune Import ," Le Havre, France"," Oakland, California"
 Mhw ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Vision Wine Brands Llc ," Le Havre, France"," New York, New York"
 Exclusive Imports ," Fos, France"," Los Angeles, California"
 Db Wine Selection ," Le Havre, France"," Boston, Massachusetts"
 Patriarche Miami ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Kiwi Distributing Inc ," Fos, France"," Norfolk, Virginia"
 the Spanish Wine Importers ," Barcelona, Spain"," Norfolk, Virginia"
 Executive Wine & Spirit ," Valencia, Spain"," Norfolk, Virginia"
 Vin Sauvage Llc ," Le Havre, France"," Long Beach, California"
 Macartur Beverages ," Valencia, Spain"," Baltimore, Maryland"
 Advintage Usa ," Le Havre, France"," Charleston, South Carolina"
 Youngs Market Co of Hawaii ," Porto de Sines, Portugal"," Long Beach, California"
 Misa Imports Inc. ," Le Havre, France"," Houston, Texas"
 Prestige Wine Group ," Fos, France"," Norfolk, Virginia"
 Bermuda Import and Export Co Ltd ," Leghorn, Italy"," New York, New York"
 Trivin Imports ," Le Havre, France"," New York, New York"
 Paderno World Cuisine ," Le Havre, France"," Norfolk, Virginia"
 W.J. Deutsch & Sons-Blue ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Boston Wine Co Ltd Dba Winebow ," Antwerp, Belgium"," Boston, Massachusetts"
 Hand Picked Selections ," Fos, France"," New York, New York"
 Marques Constellation Quebec Inc. ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
" a.W. Direct, Inc "," Fos, France"," Oakland, California"
 Classical Wines ," Barcelona, Spain"," New York/Newark Area, Newark, New Jersey"
 Gourmet Food and Wine Internationa ," Antwerp, Belgium"," Charleston, South Carolina"
 Heidelberg Distributing ," Le Havre, France"," New York, New York"
 Glazer S Distributor of Ohio ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 W.J. Deutsch & Sons Ltd ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Bercut Vandevoort & Company ," Le Havre, France"," Oakland, California"
 Southern Wine & Spirits - Co ," Le Havre, France"," Houston, Texas"
 Fedway Associates Inc ," Fos, France"," New York, New York"
 Executive Wine & Spirits ," Valencia, Spain"," Norfolk, Virginia"
 Empire Wine Collection ," Le Havre, France"," New York, New York"
 Favorite Brands ," Le Havre, France"," Houston, Texas"
 Southern Wine Spirits Lakeland ," Le Havre, France"," Port Everglades, Florida"
 Grantham Distributing ," Le Havre, France"," Port Everglades, Florida"
 Vintage Wine Compagny ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Milton'S Distributing ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Southern Wine & Spirits Bolingbrook ," Le Havre, France"," Norfolk, Virginia"
 Pamtos Sa De Cv ," Le Havre, France"," Charleston, South Carolina"
 Charela Inn ," Barcelona, Spain"," Miami, Florida"
 Vins De France ," Le Havre, France"," New York, New York"
 Maximum Wine Co ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Juice Wine ," Le Havre, France"," Charleston, South Carolina"
 Reliable Churchill Lllc ," Le Havre, France"," Baltimore, Maryland"
 Latitude Wines Inc ," Porto de Sines, Portugal"," Long Beach, California"
 Kern Importers Marketing Inc. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Estelle Imports ," Fos, France"," Portland, Oregon"
 Sws of Washington ," Porto de Sines, Portugal"," Seattle, Washington"
 World Cuisine Inc ," Le Havre, France"," Long Beach, California"
 T.Edwards Wines Ltd ," Le Havre, France"," New York, New York"
" Hartley and Parker Limited, Inc "," Le Havre, France"," New York, New York"
