Cosignee,Origin,Destination
 Ppg Industries Inc ," Hamble, United Kingdom"," Charleston, South Carolina"
 Esab Welding Cutting Products- Ha ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Gallo Glass Company ," Hamble, United Kingdom"," Houston, Texas"
 Baja Freight Sd/Ogtmex ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Fevisa Mexicali Sa De Cv ," Hamble, United Kingdom"," Los Angeles, California"
 Jackson Composities ," Hamble, United Kingdom"," Charleston, South Carolina"
 Esab Welding and Cutting Products ," Liverpool, United Kingdom"," Baltimore, Maryland"
 Pgw Industries Inc ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Owens Corning Sales Llc ," Hamble, United Kingdom"," Oakland, California"
 Fevissa Mexicali Sa De Cv ," Hamble, United Kingdom"," Los Angeles, California"
