Cosignee,Origin,Destination
 Qingdao Longbo Import and ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Warner Graham Company ," Antwerp, Belgium"," Norfolk, Virginia"
 Accupac ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Ees Cosmetic Solutions ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 to Order of ," Antwerp, Belgium"," Charleston, South Carolina"
 Burgess Norton Mfg Co ," Antwerp, Belgium"," New York, New York"
 Mane Inc. ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
" Sanofi-Aventis De Mexico,S.a.De C.V "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Cvc Technologies Inc ," Rotterdam, Netherlands"," Los Angeles, California"
 Accupac North Penn Warehouse ," Rotterdam, Netherlands"," New York, New York"
 the Warner Graham Company ," Rotterdam, Netherlands"," Los Angeles, California"
 Mane Inc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Peter Cremer Canada Ltd. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Logis Servicios De Comercio E ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 to Order of Viscofan De Mexico S.De ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Accupac North Penn ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Sanofi Aventis De Mexico S.a.De C.V ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Procter and Gamble ," Antwerp, Belgium"," New York, New York"
 Njm Packaging ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Kik Elkhart Main Plant ," Antwerp, Belgium"," New York, New York"
 Mccormick Place ," Rotterdam, Netherlands"," Chicago, Illinois"
 Proctor & Gamble ," Antwerp, Belgium"," New York, New York"
 Burgess-Norton Mfg Co ," Antwerp, Belgium"," New York, New York"
 Beiersdorf Manufacturing ," Antwerp, Belgium"," Charleston, South Carolina"
 Hatchbeauty Labs ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Warner Graham Co ," Antwerp, Belgium"," Baltimore, Maryland"
 Takeda Mexico S.a. De C.V ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" Virbac Mexico, S.a De C.V. "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Mantrose-Haeuser Co. Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Qualitest Pharmaceuticals ," Rotterdam, Netherlands"," New York, New York"
 Mubea De Mexico ," Antwerp, Belgium"," Charleston, South Carolina"
 Tcr Industries C/O Pacific Warehous ," Rotterdam, Netherlands"," Los Angeles, California"
 Las Vegas Convention Center ," Rotterdam, Netherlands"," Los Angeles, California"
 Peter Cremer C O Commonwealth ," Rotterdam, Netherlands"," Norfolk, Virginia"
