Cosignee,Origin,Destination
 Driller'S Choice Inc. ," La Spezia, Italy"," Boston, Massachusetts"
 Fox Solutions Llc ," Hamburg, Federal Republic of Germany"," New York, New York"
" Cobo International, Co "," Genoa, Italy"," Norfolk, Virginia"
 Verity Wine Partners ," Fos, France"," New York, New York"
 Baronness Wines ," Fos, France"," Houston, Texas"
" Baroness Wines, Inc. "," Algeciras, Spain"," Houston, Texas"
 Vin Sauvage Llc ," Fos, France"," Los Angeles, California"
" Misa Imports, Inc. "," Le Havre, France"," Houston, Texas"
 Chambers & Chambers ," Le Havre, France"," Oakland, California"
 Chambers and Chambers ," Rotterdam, Netherlands"," Oakland, California"
 Hb Wine Merchant ," Le Havre, France"," New York, New York"
 Elite Wines ," Le Havre, France"," Norfolk, Virginia"
 Chambers Chambers ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Usa Wine Imports ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Advintage Distributing ," Le Havre, France"," Charleston, South Carolina"
 Advintage Usa ," Le Havre, France"," Charleston, South Carolina"
 Beaune Import ," Le Havre, France"," Oakland, California"
 Scott Levy Selections Llc ," Le Havre, France"," New Orleans, Louisiana"
