Cosignee,Origin,Destination
 Sgp Packaging Corp ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Swentech Intl ," Fos, France"," Los Angeles, California"
 Swentech International ," Fos, France"," Los Angeles, California"
 Saint Gobain Containers ," Antwerp, Belgium"," Oakland, California"
 Stanpac Inc ," Fos, France"," New York, New York"
 Stanpac ," Fos, France"," New York, New York"
 Briani Olive Oil Usa ," Genoa, Italy"," Oakland, California"
 Bariani Olive Oli Usa ," Genoa, Italy"," Oakland, California"
 Euro Usa Trading Company ," La Spezia, Italy"," New York, New York"
 Marshalls ," La Spezia, Italy"," Savannah, Georgia"
 Homegoods ," La Spezia, Italy"," New York, New York"
 Newton Buying Corp. ," La Spezia, Italy"," New York, New York"
" Cheney Brothers, Inc. "," Leghorn, Italy"," Miami, Florida"
 Costco Laredo Depot - Dry ," Leghorn, Italy"," Houston, Texas"
 Swentech ," Fos, France"," Los Angeles, California"
 Ampac Freight Service Inc. ," Manzanillo, Mexico"," Oakland, California"
 Barboursville Viney Ards ," Genoa, Italy"," Norfolk, Virginia"
 Sgp Packaging ," Fos, France"," Oakland, California"
