Cosignee,Origin,Destination
 Coopervision Inc. ," Hamble, United Kingdom"," New York, New York"
 Sauflon Pharmaceuticals Inc. ," Hamble, United Kingdom"," New York, New York"
 Somerset Pharmacy ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Amneal Pharmaceuticals ," Colombo, Sri Lanka"," Savannah, Georgia"
 Alcon Research Limited ," Rotterdam, Netherlands"," Norfolk, Virginia"
" Allergan Usa, Inc. "," Antwerp, Belgium"," Houston, Texas"
" Caribbean Retail Ventures, Inc "," Cartagena, Colombia"," San Juan, Puerto Rico"
 Vertex Pharmaceuticals ," Porto de Sines, Portugal"," New York, New York"
 Helm De Mexico Sa ," Antwerp, Belgium"," Charleston, South Carolina"
" Helm De Mexico, S.a., "," Antwerp, Belgium"," Charleston, South Carolina"
" Indace, Inc "," Valencia, Spain"," Port Everglades, Florida"
 Central De Products Quimicos Sa De ," Valencia, Spain"," Port Everglades, Florida"
 Bausch & Lomb ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Spirit Pharmaceuticals Llc ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 the King & I Inc ," Felixstowe, United Kingdom"," Savannah, Georgia"
 Teva Pharmaceuticals Usa Inc ," Antwerp, Belgium"," Philadelphia, Pennsylvania"
 Adwe Laboratories-Noson Adler ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Bbva Bancomer S.a. ," Valencia, Spain"," Port Everglades, Florida"
 Oxoid Limited ," Taoranga, New Zealand"," Savannah, Georgia"
 Johnson & Johnson Pte Ltd ," Gooch Island, BC, Canada"," Seattle, Washington"
" Helm De Mexico, S.a. "," Antwerp, Belgium"," Charleston, South Carolina"
" Perfume Centre of America, Inc. "," Hamble, United Kingdom"," New York, New York"
" M/S. Genethics Pharmaceuticals Ltd, "," Rotterdam, Netherlands"," New York, New York"
 Lundbeck Inc ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Alcon Canada Inc ," Rotterdam, Netherlands"," New York, New York"
 Spiez Intl Ltd ," Hamble, United Kingdom"," Port Everglades, Florida"
 Bristol Myers K.K. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Absolute Brokerage Customs Sc ," Cagliari, Italy"," Port Everglades, Florida"
 Indace Inc ," Valencia, Spain"," Port Everglades, Florida"
 Gracebay Pharmacy ," Hamble, United Kingdom"," Port Everglades, Florida"
 Teva Pharmaceuticals Usa ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Belcher Pharmaceuticals ," Barcelona, Spain"," Miami, Florida"
" Delmar Chemicals, Inc. "," Tokyo, Japan"," Tacoma, Washington"
 Armstrong Health Care Inc ," Kingston, Jamaica"," Miami, Florida"
" Sauflon Pharmaceuticals, Inc. "," Shellhaven, United Kingdom"," Los Angeles, California"
 Helm De Mexico S.a. ," Antwerp, Belgium"," Charleston, South Carolina"
 Amneal Pharmaceuticals of Ny Llc ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 J W Proctors ," Hamble, United Kingdom"," Port Everglades, Florida"
 Amneal Pharmaceuticals # Commack Ny ," Mina Raysut, Oman"," New York/Newark Area, Newark, New Jersey"
 Amneal Pharmaceuticals # Commack # ," Mina Raysut, Oman"," New York/Newark Area, Newark, New Jersey"
 Amneal Pharmaceuticals Commack ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Warner Chilcott Company Llc ," Saint John, NB, Canada"," San Juan, Puerto Rico"
 Robertsons Drug Store ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 West-Ward Pharmaceutical ," Al Aqabah, Jordan"," Savannah, Georgia"
" Shire Us Manufacturing, Inc. "," Felixstowe, United Kingdom"," Norfolk, Virginia"
" Bbva Bancomer, S.a. "," Valencia, Spain"," Port Everglades, Florida"
 Dr Reddy S Laboratories Tennessee ," Rotterdam, Netherlands"," Charleston, South Carolina"
 M/S. Helm De Mexico S.a. ," Cagliari, Italy"," Port Everglades, Florida"
 Gnf Novartis ," Coryton, United Kingdom"," Los Angeles, California"
 Hamilton Pharmacy ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Pharmatrade Alliance Holdings ," Piraeus, Greece"," New York/Newark Area, Newark, New Jersey"
 Sauflon Pharmaceuticals Inc ," Hamble, United Kingdom"," New York, New York"
 Protein Technologies Inc ," Hamburg, Federal Republic of Germany"," Los Angeles, California"
" Mylan Pharmaceuticals Inc, "," Mina Raysut, Oman"," Charleston, South Carolina"
 Germed Farmaceutica Ltda ," Altamira, Mexico"," Houston, Texas"
 Agrolucha C.a.Rif:J-00089080-3 Dire ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Taro Pharmaceuticals Inc. ," Halifax, NS, Canada"," New York/Newark Area, Newark, New Jersey"
 Vermont Country Store Inc ," Hamble, United Kingdom"," New York, New York"
 Agencia Matamoros ," Saint John, NB, Canada"," West Palm Beach, Florida"
 Johnson & Johnson Pte. Ltd. Taiwan ," Gooch Island, BC, Canada"," Seattle, Washington"
 West-Ward Pharmaceutical Corp. 465 ," Al Aqabah, Jordan"," New York/Newark Area, Newark, New Jersey"
 West-Ward Pharmaceutical Corp. ," Al Aqabah, Jordan"," New York/Newark Area, Newark, New Jersey"
 Sandoz Inc. ," Antwerp, Belgium"," Philadelphia, Pennsylvania"
" M/S. Universal Distribution Center, "," Damietta, Egypt"," New York, New York"
 Pharmetics (2011) Inc ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Bioactives American Corporation ," Colombo, Sri Lanka"," New York, New York"
 National Health Fund ," Piraeus, Greece"," New York/Newark Area, Newark, New Jersey"
 Sunstar Americas Inc. ," Genoa, Italy"," Norfolk, Virginia"
 Sunstar Americas Inc ," Leghorn, Italy"," New York, New York"
 Bryden Pi Limited ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Aluseal / Assem Pack Inc ," Le Havre, France"," New York, New York"
 West-Ward Pharmaceutical Corp. 4 ," Al Aqabah, Jordan"," New York/Newark Area, Newark, New Jersey"
 Aluseal Llc ," Le Havre, France"," New York, New York"
 Merz Pharmaceuticals Llc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Johnson & Johnson Taiwan Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
" Solco Healthcare Us, Llc "," Gioia Tauro, Italy"," New Orleans, Louisiana"
 Bristol Myers Kk ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Pharmascience Inc ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Ayrtons Distributors Com. Ltd. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Leschaco Mexicana Sa De Cv ," Le Havre, France"," Charleston, South Carolina"
 Glenmark Generics Inc ," Colombo, Sri Lanka"," New York, New York"
 Ministerio Del Poder Popular ," Piraeus, Greece"," New York/Newark Area, Newark, New Jersey"
 Professional Pharmacy Services Ltd ," Felixstowe, United Kingdom"," Miami, Florida"
 Merck ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 B & D Nutritional Ingredients ," Kajang, Malaysia"," Los Angeles, California"
 Laboratories Stein S.a. ," Piraeus, Greece"," New York/Newark Area, Newark, New Jersey"
 Zoetis Products Llc ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Princess Alexandria Hospital ," Felixstowe, United Kingdom"," Miami, Florida"
 Med-Con Thailand ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Central De Productos Quimicas Sa De ," Valencia, Spain"," Port Everglades, Florida"
 Onnit Labs Llc ," Sydney, Australia"," Los Angeles, California"
 West-Ward Pharmaceutical Corp ," Al Aqabah, Jordan"," Savannah, Georgia"
" Cherokee Pharmaceuticals, Llc. "," Colombo, Sri Lanka"," New York, New York"
 Johnson & Johnson Pte. Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Mano Equestrian Services(Pte) ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Chem Gas International Llc ," Hamble, United Kingdom"," Charleston, South Carolina"
 Productos Faciales Y Suplementos ," Sydney, Australia"," Los Angeles, California"
 Actavis Pharmaceuticals(Nz) Ltd. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Central De Productos Quimicos Sa De ," Valencia, Spain"," Port Everglades, Florida"
 3m Pharmaceuticals ," Felixstowe, United Kingdom"," Los Angeles, California"
" Solco Healthcare Us,Llc "," Damietta, Egypt"," Savannah, Georgia"
 West-Word Pharmaceutical Corp. ," Al Aqabah, Jordan"," New York/Newark Area, Newark, New Jersey"
 Heritage Pharmaceutical Inc ," Colombo, Sri Lanka"," Norfolk, Virginia"
 Abco Shipping (2000) Ltd ," Taoranga, New Zealand"," Savannah, Georgia"
" Amneal Pharmaceuticals of Ny, Llc "," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Mylan Pharmaceuticals Inc ," Damietta, Egypt"," Charleston, South Carolina"
 Gracebay Pharmacy - Main Store ," Felixstowe, United Kingdom"," Miami, Florida"
 West Bay Pharmacy ," Felixstowe, United Kingdom"," Miami, Florida"
 Solara Sa De Cv ," Cagliari, Italy"," Port Everglades, Florida"
 Vitane Pharmaceuticals Inc ," Mina Raysut, Oman"," New York, New York"
 Drogueria Europea Honduras S.a. ," Cagliari, Italy"," Port Everglades, Florida"
 M/S.Drogueria Europea Honduras S.a. ," Cagliari, Italy"," Port Everglades, Florida"
 Moleculas Finas De Mexico S.a. De ," Cagliari, Italy"," Port Everglades, Florida"
 the Vermont Country Store ," Felixstowe, United Kingdom"," New York, New York"
 Trimmer S.a. ," Freeport, Grand Bahama Island, Bahamas"," Savannah, Georgia"
" Amneal Pharmaceuticals of Ny ,Llc "," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
" American International Chemical,Inc "," Colombo, Sri Lanka"," New York, New York"
" M/S. T. Geddes - Grant Ltd., "," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Bbva Bancomer S.a ," Valencia, Spain"," Port Everglades, Florida"
 Sp Scientific ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Hamilton Pharmacy Ltd ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Hydration Pharmaceuticals ," Hasting, Australia"," Oakland, California"
 M/S.Helm De Mexico S.a ," Antwerp, Belgium"," Charleston, South Carolina"
