Cosignee,Origin,Destination
 Gm Korea Company ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Roechling Automotive Usa L.L.P. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
" Mitsubishi Motors North America, "," Laem Chabang, Thailand"," Los Angeles, California"
" Isuzu Motors America,Llc "," Laem Chabang, Thailand"," Los Angeles, California"
" Vita Mix Corporation, the "," Goteborg, Sweden"," New York, New York"
 Tenneco Seward ," Cape Town, South Africa"," New York/Newark Area, Newark, New Jersey"
 Bentley Motors Inc. ," Emden, Federal Republic of Germany"," Brunswick, Georgia"
 Tenneco Litchfield ," Cape Town, South Africa"," New York/Newark Area, Newark, New Jersey"
" Hino Motors Manufacturing U.S.a.,In "," Yokohama, Japan"," Los Angeles, California"
 Cfr Lines ," Rotterdam, Netherlands"," Oakland, California"
" Cfr Line Usa, "," Rotterdam, Netherlands"," Oakland, California"
 Graco Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
" Siemens Energy, Inc. "," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 General Motors ," Veracruz, Mexico"," Jacksonville, Florida"
 Mitsubishi Motors North ," Nagoya, Japan"," Los Angeles, California"
" Hino Motor Canada,Ltd. "," Tokyo, Japan"," Tacoma, Washington"
" Isuzu Motors America, Llc. "," Tokyo, Japan"," Tacoma, Washington"
" Isuzu Motors America, Llc "," Tokyo, Japan"," Tacoma, Washington"
 Hino Motors Canada Training Center ," Tokyo, Japan"," Tacoma, Washington"
 Hino Motors Canada ," Tokyo, Japan"," Tacoma, Washington"
 Eurocar Ltd ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Bentley Motors Cars Inc ," Liverpool, United Kingdom"," Wilmington, North Carolina"
 Manufacturers Industrial Group ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" Wwl Vehicle Services Canada, Ltd. "," Nagoya, Japan"," Tacoma, Washington"
 General Motors Spo C/O Gerstenlager ," Port Elizabeth, South Africa"," New York, New York"
" Kawasaki Motors Corp., Usa "," Rotterdam, Netherlands"," Charleston, South Carolina"
 Al Corniche Motors Llc ," Mina Raysut, Oman"," Baltimore, Maryland"
 General Motors Chile ," Veracruz, Mexico"," Baltimore, Maryland"
 General Motors Del Ecuador S.a ," Veracruz, Mexico"," Baltimore, Maryland"
" Isuzu Motors of America, Llc. C/O "," Tokyo, Japan"," Tacoma, Washington"
 Sunssource Marrero Service ," Goteborg, Sweden"," New York, New York"
 Pabrico Inc. ," Freeport, Grand Bahama Island, Bahamas"," West Palm Beach, Florida"
 Chrysler Llc Belvidere Assembly ," Kobe, Japan"," Long Beach, California"
 General Motors De Argentina ," Veracruz, Mexico"," Houston, Texas"
 Stern Automotive Enterprises Nv ," Veracruz, Mexico"," Houston, Texas"
 Auto City Elias Ra Moreno Blvd 1 ," Veracruz, Mexico"," Houston, Texas"
 Corporacion Grupo Q Costa Rica Sa ," Veracruz, Mexico"," Houston, Texas"
 Grupo Q Honduras Sa De Cv ," Veracruz, Mexico"," Houston, Texas"
" Alegre, Inc. "," Rotterdam, Netherlands"," New York, New York"
 Fw Vlaun & Son B V ," Veracruz, Mexico"," San Juan, Puerto Rico"
 Loutfy Mansour Automobile Trading ," Kingston, Jamaica"," New York/Newark Area, Newark, New Jersey"
 Abb Inc ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
" Dmax, Ltd. 3100 Dryden Road "," Yokohama, Japan"," Los Angeles, California"
 Saminco ," Durban, South Africa"," New York/Newark Area, Newark, New Jersey"
 Japanese Engine & Transmission Co. ," Nagoya, Japan"," Oakland, California"
 Hino Motors Sales U.S.a. Inc. ," Yokohama, Japan"," San Diego, California"
 Valeo Front End Module Smyrna ," Algeciras, Spain"," Savannah, Georgia"
 Cisa Trading S.a.Av.Honorio Bi ," Altamira, Mexico"," Jacksonville, Florida"
" Gast Manufacturing, Inc. "," Rotterdam, Netherlands"," Norfolk, Virginia"
 General Motors Uruguay S.a. ," Altamira, Mexico"," Jacksonville, Florida"
 General Motors De Argentina Sr ," Altamira, Mexico"," Jacksonville, Florida"
 Battery Engineering Servs & Sales ," Veracruz, Mexico"," Miami, Florida"
 to Order of Saic General Motors Sal ," Lazaro Cardenas, Mexico"," Port Hueneme, California"
" Hino Motors Canada, Ltd "," Tokyo, Japan"," Tacoma, Washington"
 General Motors De Argentina S.R.L.- ," Veracruz, Mexico"," Houston, Texas"
 Order of Shipper ," Lazaro Cardenas, Mexico"," Port Hueneme, California"
 General Motors Do Brasil Ltda ," Veracruz, Mexico"," Houston, Texas"
 Bentley Auckland ," Hamble, United Kingdom"," Baltimore, Maryland"
 Isuzu Motors America Llc. ," Tokyo, Japan"," Long Beach, California"
 Tianjin Binhai International ," Gooch Island, BC, Canada"," Tacoma, Washington"
 General Motors De Mexico S De R L ," Yokohama, Japan"," Tacoma, Washington"
 Sa Ad Arshad ," Nagoya, Japan"," Tacoma, Washington"
 Adam Opel Ag ," Veracruz, Mexico"," Houston, Texas"
 Nassau Motor Company Ltd ," Veracruz, Mexico"," Port Everglades, Florida"
 Grupo Silaba Sa ," Veracruz, Mexico"," Galveston, Texas"
 Hino Motors Manufacturing ," Laem Chabang, Thailand"," Los Angeles, California"
 Klinge Corporation ," Antwerp, Belgium"," New York, New York"
 Martines Max Business Venture Ltd ," Halifax, NS, Canada"," New York/Newark Area, Newark, New Jersey"
 Chernyakov Viacheslav ," Kobe, Japan"," Tacoma, Washington"
" Dmax, Ltd 3100 Dryden Road "," Tokyo, Japan"," Tacoma, Washington"
 Volkswagen De Mexico S.a. De C.V. ," Emden, Federal Republic of Germany"," Brunswick, Georgia"
 Chrysler De Mexico S.a De C.V. ," Nagoya, Japan"," Honolulu, Hawaii"
 Gm Holden Ltd - ( Hvo ) ," Lazaro Cardenas, Mexico"," Los Angeles, California"
 Martinez Dealer Motors ," Gooch Island, BC, Canada"," Portland, Oregon"
 Kawasaki Motors Corp. ," Laem Chabang, Thailand"," Los Angeles, California"
" Isuzu Motors Motors America, Llc. "," Tokyo, Japan"," Los Angeles, California"
 Abb Inc. (Usabb) ," Hamburg, Federal Republic of Germany"," New York, New York"
" Hino Motors Canada, Ltd. "," Tokyo, Japan"," Seattle, Washington"
 Grace Bay Car Rentales & Sales ," Nagoya, Japan"," Miami, Florida"
 Dmax Limited ," Laem Chabang, Thailand"," Los Angeles, California"
 Tesla Motors Fremont Plant ," Rotterdam, Netherlands"," Oakland, California"
 Signature Automotive Products Llc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
