Cosignee,Origin,Destination
 Trevi Cimentaciones Ca ," Hamble, United Kingdom"," Port Everglades, Florida"
 Trinity Tile Group Inc. ," Valencia, Spain"," Miami, Florida"
 Alcalagres Usa ," Valencia, Spain"," Houston, Texas"
 Alcalagres Usa Inc ," Valencia, Spain"," Houston, Texas"
 Alexton Tiles & Marble ," Valencia, Spain"," Port Everglades, Florida"
 Alcalagres Usa Inc. ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
 Specceramics ," Valencia, Spain"," Los Angeles, California"
 Pantheon Floor Solutions Inc. ," Valencia, Spain"," Houston, Texas"
 International Wholesale Tile ," Valencia, Spain"," Port Everglades, Florida"
" International Wholesale Tile, Inc "," Valencia, Spain"," Port Everglades, Florida"
 Heartland Tile ," Tarragona, Spain"," New York/Newark Area, Newark, New Jersey"
" International Wholesale Tile, Llc "," Valencia, Spain"," Miami, Florida"
