Cosignee,Origin,Destination
 Bahamas Wholesale Agencies Ltd. ," Antwerp, Belgium"," Port Everglades, Florida"
 Le Petite Belge ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Bbk Tobacco and Foods Llp Dba Hbi ," Tanjung Pelepas, Malaysia"," Long Beach, California"
 Bbk Tobacco and Foods Llp D B a ," Tanjung Pelepas, Malaysia"," Long Beach, California"
 B. Boys Llc ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Loritz and Associates Or ," Tanjung Pelepas, Malaysia"," Long Beach, California"
 Gerresheimer Glass Inc. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Agc Flat Glass North America ," Tokyo, Japan"," Savannah, Georgia"
" Eurostail, S.a. De C.V. "," Cagliari, Italy"," Port Everglades, Florida"
 Clariant Canada ," Tokyo, Japan"," Tacoma, Washington"
 Eight Ounce Coffee ," Tokyo, Japan"," Tacoma, Washington"
 Crystal International Corp ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Ikea Supply Ag C/O Ikea Distributio ," Freeport, Grand Bahama Island, Bahamas"," Philadelphia, Pennsylvania"
 Annin & Co ," Liverpool, United Kingdom"," Norfolk, Virginia"
" Pittsburgh Glass Works, Llc "," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Schott North America Inc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Agc Chemicals Americas Inc. ," Tokyo, Japan"," Savannah, Georgia"
 Estee Lauder ," Yokohama, Japan"," New York/Newark Area, Newark, New Jersey"
 Nippon Electric Glass America Inc ," Algeciras, Spain"," Norfolk, Virginia"
 Nygard International Ltd ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
 Nipro Glass Americas ," Le Havre, France"," New York, New York"
" Nippon Electric Glass America, Inc "," Kajang, Malaysia"," Los Angeles, California"
 Mary Kay Inc. ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Euromarket Designs Inc ," Laem Chabang, Thailand"," Oakland, California"
 Motion Water Sports Inc. ," Mina Raysut, Oman"," Houston, Texas"
 Gerresheimer Glass Inc ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Emd Millipore Corporation ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Procter & Gamble Cosmetics ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Richart Distributors Inc ," Thamesport, United Kingdom"," Houston, Texas"
 Import Glass Corporation ,None Given," Long Beach, California"
 American Glass Distributors ,None Given," Long Beach, California"
" Nippon Electric Glass America, Inc. "," Kobe, Japan"," Savannah, Georgia"
 to Order of Hubert Matheisen Inc ," Cartagena, Colombia"," Portland, Oregon"
 Gaffer Glass Usa Ltd ," Taoranga, New Zealand"," Los Angeles, California"
 New High Glass Guatemala S.a. ," Genoa, Italy"," Port Everglades, Florida"
