Cosignee,Origin,Destination
 Italgres U.S. Inc ," La Spezia, Italy"," Miami, Florida"
 Victory Mosaic Inc. / Dba Cera Tile ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Boceto Materia Y Diseno S De ," Genoa, Italy"," Port Everglades, Florida"
 Miami Tile and Stone ," Leghorn, Italy"," Port Everglades, Florida"
 Creative Material Corp. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Saniker S.a. De C.V. ," Leghorn, Italy"," Port Everglades, Florida"
 Artexa S.a. De C.V. ," La Spezia, Italy"," Port Everglades, Florida"
" Artexa Mexico, S.a. De C.V. "," La Spezia, Italy"," Port Everglades, Florida"
 High Style Tile and Stone ," La Spezia, Italy"," New York, New York"
 Corporacion Comercial Union Sa De C ," La Spezia, Italy"," Port Everglades, Florida"
 Emser Tile Llc ," Leghorn, Italy"," Houston, Texas"
