Cosignee,Origin,Destination
 Deakins Logistics Group Llc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Multinational Defense Services Llc ," Bremerhaven, Federal Republic of Germany"," Miami, Florida"
 Century Arms Inc ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Orlane Inc. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Blu Cargo Logistics Sapi De Cv ," Leghorn, Italy"," Miami, Florida"
 Kedem Royal Winecorp ," Haifa, Israel"," New York, New York"
 Lieber Chocolate & Food Products ," Ashdod, Israel"," New York/Newark Area, Newark, New Jersey"
 Kadem Royal Wine Corp ," Ashdod, Israel"," New York/Newark Area, Newark, New Jersey"
 Master M/V Norwegian Jewel C/O ," Bremerhaven, Federal Republic of Germany"," Port Everglades, Florida"
 Liber'S Chocolate & Food Products ," Ashdod, Israel"," New York/Newark Area, Newark, New Jersey"
 Liber Chocolate & Food Products (Ny ," Ashdod, Israel"," New York/Newark Area, Newark, New Jersey"
