Cosignee,Origin,Destination
 Coaster Co. of America ," Vung Tau, Vietnam"," New York/Newark Area, Newark, New Jersey"
 Coaster Co. of America12928 Sandova ," Ho Chi Minh City, Vietnam"," Long Beach, California"
" Coaster Co. ,of America12928 Sandov "," Ho Chi Minh City, Vietnam"," Long Beach, California"
 Coaster Co.of America ," Tokyo, Japan"," Oakland, California"
 Urban Home Inc ," Vung Tau, Vietnam"," Long Beach, California"
 Cfs (Usa) Inc. ," Vung Tau, Vietnam"," Long Beach, California"
 Rana Furniture Madesa Inc. ," Tanjung Pelepas, Malaysia"," Miami, Florida"
 Katy Furniture ," Vung Tau, Vietnam"," Los Angeles, California"
 Coaster Co. of America 12928 ," Vung Tau, Vietnam"," Los Angeles, California"
 Coaster Company of America ," Vung Tau, Vietnam"," Long Beach, California"
" Coaster Co. ,of America "," Tanjung Pelepas, Malaysia"," Savannah, Georgia"
