Cosignee,Origin,Destination
 Snap-On Equipment ," La Spezia, Italy"," Savannah, Georgia"
 Cong Ty Tnhh Thuong Mai Hai Linh ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Gamma Sports ," Yokohama, Japan"," New York, New York"
 Agco Mexico S.De.R.L.De C.V ," Cagliari, Italy"," Savannah, Georgia"
 Schnitzer Steel Products Company ," Guam Island, Guam"," Honolulu, Hawaii"
 Ingeniera Y Sol. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Zeiset Equipment ," Antwerp, Belgium"," Chester, Pennsylvania"
 Agco Mexico S De Rl De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Haley Tractor & Equipment ," Kingston, Jamaica"," Mobile, Alabama"
 Driessen Air Cargo Equipment Bv ," Laem Chabang, Thailand"," Los Angeles, California"
" Chep Aerospace,Us Inc. "," Laem Chabang, Thailand"," Los Angeles, California"
 Meritek Electronic Corpporation ," Vung Tau, Vietnam"," Los Angeles, California"
 Force Specialty Services ," Antwerp, Belgium"," Houston, Texas"
 Hitachi America Ltd. ," Tokyo, Japan"," Oakland, California"
 Environmental Systems Products ," All Other Sweden Ports, Sweden"," New York/Newark Area, Newark, New Jersey"
 Volvo Cena Llc ," Goteborg, Sweden"," Charleston, South Carolina"
 Barnett Industries L.L.C ," Valencia, Spain"," Long Beach, California"
 Terex Americas ," Hamble, United Kingdom"," Charleston, South Carolina"
 Sdv Mexico Sa De Cv ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Agco Parts Division ," Colombo, Sri Lanka"," New York, New York"
" the Container Store Inc, "," Thamesport, United Kingdom"," Houston, Texas"
 Grupo Empresarial Echegaray Sa De C ," Barcelona, Spain"," Savannah, Georgia"
 Clark Equipment New Zealand Ltd ," Bremerhaven, Federal Republic of Germany"," Baltimore, Maryland"
 Good Earth Agri Products ," Brisbane, Australia"," Oakland, California"
 Volvo Construction Equipment North ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" Bell Trucks America, Inc. "," Emden, Federal Republic of Germany"," Houston, Texas"
 Volvo Construction Equipment ," Hamburg, Federal Republic of Germany"," New York, New York"
 Comer Industries Inc 12730 Virkler ," Kingston, Jamaica"," Charleston, South Carolina"
 Sun Ah Heavy Equipment Ltd. ," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
 Peinemann Equipment ," Antwerp, Belgium"," Houston, Texas"
" Hitachi America,Ltd. "," Tokyo, Japan"," Long Beach, California"
 Fpu Industrial Sa De Cv ," Genoa, Italy"," Savannah, Georgia"
 Snap On Sun De Mexico S.a. ," Genoa, Italy"," Savannah, Georgia"
 Gough Cat ," Zeebrugge, Belgium"," Baltimore, Maryland"
 Novatek Corporation ," Felixstowe, United Kingdom"," New York, New York"
 H & K Manufacturing Ltd. ," Altamira, Mexico"," Houston, Texas"
 Lion Farm Properties ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Action Gear Group Llc. ," Laem Chabang, Thailand"," Los Angeles, California"
 Aie Company Inc ,None Given," Long Beach, California"
" Driessen Equipment Usa,Inc. "," Laem Chabang, Thailand"," Los Angeles, California"
 Hitachi America Ltd ," Tokyo, Japan"," Oakland, California"
 Gulfspan Industrial Llc ," Antwerp, Belgium"," Houston, Texas"
 Blue Bell Creameries Lp. ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Huisman North America Services Llc ," Rotterdam, Netherlands"," Houston, Texas"
 Buzzi Unichem Usa ," Rotterdam, Netherlands"," Houston, Texas"
" Hitachi America Ltd., "," Tokyo, Japan"," Long Beach, California"
 Kinkroft Farms ," Damietta, Egypt"," New York/Newark Area, Newark, New Jersey"
 Southwest Wire Rope ," Antwerp, Belgium"," Houston, Texas"
 Mgi Suppliers Corp ," Genoa, Italy"," Port Everglades, Florida"
 Comercial De Motores S a ," Zeebrugge, Belgium"," Baltimore, Maryland"
 Gonzalez and Sons Equipment Inc ," Freeport, Grand Bahama Island, Bahamas"," West Palm Beach, Florida"
 Bekaert Southern Wire Sdn Bhd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Gea Process Engineering S.a. De ," Genoa, Italy"," Port Everglades, Florida"
" G.R. Worldwide, Llc "," Cagliari, Italy"," Savannah, Georgia"
" Carraro Argentian, Sa "," Veracruz, Mexico"," Houston, Texas"
 Sealed Air/Shanklin Corporation ," Antwerp, Belgium"," New York, New York"
 H & K Manufacturing Ltd ," Altamira, Mexico"," Houston, Texas"
 Leavitt Machinery ," Hamble, United Kingdom"," Tacoma, Washington"
 Terex Charleston ," Felixstowe, United Kingdom"," New York, New York"
 Repcon Inc. ," Antwerp, Belgium"," Houston, Texas"
 Coburn Co ," Hamble, United Kingdom"," New York, New York"
 Swire Equipment Container ," Gooch Island, BC, Canada"," Vancouver, Washington"
 the Container Store Inc. ," Thamesport, United Kingdom"," Houston, Texas"
 Kpr Inc ," Rotterdam, Netherlands"," Oakland, California"
 Technibilt Ltd. ," Kingston, Jamaica"," Charleston, South Carolina"
 Volvo Ce North America Inc Sna ," Zeebrugge, Belgium"," Galveston, Texas"
 Austin Maintenance & Constructi ," Antwerp, Belgium"," Houston, Texas"
 Volvo Ce North America Inc ," Zeebrugge, Belgium"," Galveston, Texas"
 Flow Control Llc ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Cornell University ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 J.D. Yeatts Imports ," Hamble, United Kingdom"," New York, New York"
 Erika Record Llc ," Swansea, United Kingdom"," New York, New York"
 Clayton Coatings Inc ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Belshaw /Adamatic ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Interamerican Equipment Services ," Haina, Dominican Republic"," San Juan, Puerto Rico"
 Toromont Industries Ltd ," Hasting, Australia"," Philadelphia, Pennsylvania"
 Gram Equipment of America Inc. ," Bremerhaven, Federal Republic of Germany"," New Orleans, Louisiana"
" Rvt Process Equipment, Inc. "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Ackerman Drilling Services ," Jebel Ali, United Arab Emirates"," New York/Newark Area, Newark, New Jersey"
