Cosignee,Origin,Destination
 Vitelli Foods Llc ," La Spezia, Italy"," New York, New York"
 Orlando Greco and Son Imports ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 Orlando Greco & Son Imports ," Cagliari, Italy"," New York/Newark Area, Newark, New Jersey"
 Tama Trading Company Inc ," Naples, Italy"," Los Angeles, California"
 Vitelli Foods Llc. ," Halifax, NS, Canada"," Long Beach, California"
 Empresas La Famosa ," Naples, Italy"," San Juan, Puerto Rico"
 Euro-Gourmet Ana-Dis S.a. De C.V. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Eurogoumet Ana-Dis S.a. De C.V. ," Naples, Italy"," Port Everglades, Florida"
 Vitelli Food Llc ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 Empresas La Famosa Inc ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Balester Hermanos ," Naples, Italy"," San Juan, Puerto Rico"
 Italgusto Sa De Cv ," La Spezia, Italy"," Port Everglades, Florida"
 Vitelli Foods Ll ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Ana Dis Sa De Cv ," Naples, Italy"," Port Everglades, Florida"
 Labrada Distributors ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Vitelli Foods Llc (Nj) ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
