Cosignee,Origin,Destination
 Anhing Corporation ," Laem Chabang, Thailand"," Los Angeles, California"
 Arrow Precision Llc ," Kingston, Jamaica"," New York, New York"
 Husqvarna Outdoor Products - De Que ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
" Bear Archery, Inc. "," Tokyo, Japan"," Jacksonville, Florida"
" German Bath,Sa De Cv "," Rotterdam, Netherlands"," Charleston, South Carolina"
 Pisos Creativos S.De R.L. De C.V. ," Genoa, Italy"," Port Everglades, Florida"
" Duravit Usa, Inc. "," Damietta, Egypt"," Charleston, South Carolina"
 Grupo Sanimex Ayuntamiento Sa De Cv ," Valencia, Spain"," Port Everglades, Florida"
 Af Supply ," Antwerp, Belgium"," New York, New York"
 Grupo Sanimex ," Antwerp, Belgium"," Charleston, South Carolina"
" Ferguson Las Vegas, Nv "," Rotterdam, Netherlands"," Los Angeles, California"
 Duravit Usa Inc ," Antwerp, Belgium"," Charleston, South Carolina"
 Focal Point Warehouse ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" German Bath, Sa De Cv "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Wonderworks 421 Kent ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
" Ba Robinson - Surrey 11897, 103a "," Cagliari, Italy"," Los Angeles, California"
 Blackman Plumbing Supply Co. ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Af Supply-Maspeth Warehouse ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Grupo Sanimex Ayuntamiento Sa De ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Ba Robinson-Surrey ," Antwerp, Belgium"," Savannah, Georgia"
 Duravit Usa Inc. ," Damietta, Egypt"," Savannah, Georgia"
 Fei Distribution Ctr #761 ," Algeciras, Spain"," Miami, Florida"
 Crawford Supply ," Rotterdam, Netherlands"," Norfolk, Virginia"
 German Concepts S.a. De C.V. ," Antwerp, Belgium"," Charleston, South Carolina"
" German Concept, S.a. De C.V. "," Antwerp, Belgium"," Charleston, South Carolina"
 German Concepts S.a. De C.V ," Antwerp, Belgium"," Charleston, South Carolina"
 Fei Distribution Ctr #423 ," Damietta, Egypt"," Norfolk, Virginia"
 Duravit Usa ," Damietta, Egypt"," Savannah, Georgia"
