Cosignee,Origin,Destination
" Diesel Usa Inc.,New York "," Leghorn, Italy"," Los Angeles, California"
 William J. Hirten Co. Lcc ," La Spezia, Italy"," Boston, Massachusetts"
 Devon Trading Corp. ," Leghorn, Italy"," New York, New York"
 Luces De Maria Corp ," Leghorn, Italy"," Port Everglades, Florida"
 Myran Allan Chandelier ," Algeciras, Spain"," Savannah, Georgia"
 Casa Cristo Rey Sa De Cv ," Genoa, Italy"," Savannah, Georgia"
 Hudson Oneil Consulting Llc ," La Spezia, Italy"," New York, New York"
 Colombo Importing Us. Inc. - ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Colombo Importing Us Inc.- ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Burlington Coat Factory Warehouse ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Colombo Importing Us Inc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Kase Usa Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Leon International Inc. ," Leghorn, Italy"," Port Everglades, Florida"
" Agricultural Mfg. and Textile, Inc "," La Spezia, Italy"," Charleston, South Carolina"
 Venture Mfg Co ," Genoa, Italy"," New York, New York"
 Majestic Manufacturing Inc ," La Spezia, Italy"," New York, New York"
 New Ravenna Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Stone Source ," Genoa, Italy"," New York, New York"
 Apollo Exports + ," La Spezia, Italy"," Charleston, South Carolina"
 Goldscheider of Vienna Inc ," Leghorn, Italy"," New York, New York"
 Myran Allan Luxury Lighting ," La Spezia, Italy"," Savannah, Georgia"
 Aldi In Valparaiso ," Genoa, Italy"," New York, New York"
 Aldi Inc Springfield ," Genoa, Italy"," New York, New York"
 Aldi Inc. ," Genoa, Italy"," New York, New York"
 Aldi Inc ," Genoa, Italy"," New York, New York"
 Aldi Inc Tully ," Genoa, Italy"," New York, New York"
 Aldi Inc Saxonburg ," Genoa, Italy"," New York, New York"
 Opustone Granite Marble Distributor ," La Spezia, Italy"," Miami, Florida"
" Agricultural Mfg. & Textiles, Inc. "," Genoa, Italy"," Charleston, South Carolina"
 Aldi Inc Frederick ," Genoa, Italy"," New York, New York"
 Aldi Inc South Windsor ," Genoa, Italy"," New York, New York"
 Aldi Inc Denton ," Genoa, Italy"," New York, New York"
 Aldi Inc Jefferson ," Genoa, Italy"," New York, New York"
 Luigi Bormioli Corp. ," Genoa, Italy"," Savannah, Georgia"
 Resort Supply Inc. ," La Spezia, Italy"," Seattle, Washington"
 Aldi Inc O Fallon ," Genoa, Italy"," New York, New York"
 Aldi Inc Center Olathe ," Genoa, Italy"," New York, New York"
 Aldi Inc Hinckley ," Genoa, Italy"," New York, New York"
 Aldi Inc. Greenwood ," Genoa, Italy"," New York, New York"
 Elmira Distributing Company ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Dark Star Wine Llc. ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Allied Beverage Group ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Kobrand Corporation ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Prada Usa Corp ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Montcalm Wine Importers Ltd ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 M B Plus Construction Llc ," Genoa, Italy"," New York, New York"
 Spice World Inc ," Genoa, Italy"," Savannah, Georgia"
 North Italy Import Llc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 E.R. Butler Co ," Genoa, Italy"," New York, New York"
" B and R Classics, Llc "," Genoa, Italy"," New York, New York"
 Heritage Wine Cellars ," Genoa, Italy"," Norfolk, Virginia"
 Prestige Wine Group (J B) ," La Spezia, Italy"," Norfolk, Virginia"
 Rest-Agio Llc ," Leghorn, Italy"," Miami, Florida"
 Gms Clothing ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
" Italian Products Usa, Inc. "," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Safilo Usa Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Freeman-Cma ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Latitude Wine Inc Lwi ," Genoa, Italy"," Boston, Massachusetts"
 Laird & Co. ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 F.X. Magner Selections Inc ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Crescent Ridge Farms Advantage ," Salerno, Italy"," New York/Newark Area, Newark, New Jersey"
 Vi.Sco.Inc Wine Importers and Distr ," Leghorn, Italy"," Miami, Florida"
 Top Wines Import ," Genoa, Italy"," Miami, Florida"
 G.a.P. Trade Inc. ," Genoa, Italy"," Norfolk, Virginia"
 Dvm Importing Co.Inc. ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Port Morris Tile and Marble Corp. ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Carrara Marble Co of America ," Porto de Sines, Portugal"," Oakland, California"
" Santini Fine Wines, Inc. "," Genoa, Italy"," Boston, Massachusetts"
 Brandsimex ," Leghorn, Italy"," Port Everglades, Florida"
 Design Italia ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Gap Trade Inc. ," La Spezia, Italy"," Norfolk, Virginia"
 Apex Awards Signs & Engraving ," Genoa, Italy"," Miami, Florida"
 Redleg Llc ," La Spezia, Italy"," New York, New York"
 Galil Importing Corp. ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 Lettieri and Co. ," All Other Sicily Ports, Italy"," Oakland, California"
" Arriaga Usa, Inc.Dba Stoneland "," Civitavecchia, Italy"," Long Beach, California"
 Vos Vinum Importing Ltd ," La Spezia, Italy"," New York, New York"
 Omniwines Distributing Co ," La Spezia, Italy"," New York, New York"
 International Gourmet Foods Inc ," La Spezia, Italy"," Norfolk, Virginia"
 Ded Design Center ," La Spezia, Italy"," New York, New York"
 Ouropuro Holding Bv ," Leghorn, Italy"," Miami, Florida"
 Bennett Galleries ," La Spezia, Italy"," Savannah, Georgia"
 Importaciones Ph S.a. De C.V. ," La Spezia, Italy"," Port Everglades, Florida"
 Religious Art Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 International Wines & Craft Beer ," Leghorn, Italy"," Savannah, Georgia"
 Fenestra America Llc. ," La Spezia, Italy"," Miami, Florida"
 Moshy Brothers Inc. + ," Genoa, Italy"," New York, New York"
 Graceway Trading Limited ," Algeciras, Spain"," Port Everglades, Florida"
 Fasco America ," Genoa, Italy"," Savannah, Georgia"
 Home Accent Fabrics ," Genoa, Italy"," New York, New York"
 British Columbia Liquor Dist.Branch ," Leghorn, Italy"," Los Angeles, California"
 Crescent Ridge Farms Llc Dba Advant ," Leghorn, Italy"," New York, New York"
 Mhw Ltd Lot 18 ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 M.Bohlke Veneer Corp. ," Genoa, Italy"," Norfolk, Virginia"
 La Bomboniera Inc. ," Cagliari, Italy"," New York/Newark Area, Newark, New Jersey"
 Ind. Alim. Nac. De Cereales Y Harin ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
" Gonzales Byass De Mexico, Sa De Cv "," Genoa, Italy"," Miami, Florida"
 Newton Buying Corp. ," Leghorn, Italy"," New York, New York"
 Marshalls ," Leghorn, Italy"," New York, New York"
 Homegoods ," Leghorn, Italy"," New York, New York"
 George Delallo Co Inc ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 Prime Line Distributors Inc. ," Leghorn, Italy"," Miami, Florida"
 the Pastene Companies Ltd. ," Naples, Italy"," Boston, Massachusetts"
 Lettieri & Co. Ltd ," La Spezia, Italy"," Long Beach, California"
 Safway Services Llc ," Genoa, Italy"," Norfolk, Virginia"
 Sierra Produce ," Genoa, Italy"," Los Angeles, California"
 Bat Trading Company ," Leghorn, Italy"," Savannah, Georgia"
" Continental Marble Inc, "," Naples, Italy"," New York, New York"
 Bermuda Import and Export Co Ltd ," Leghorn, Italy"," New York, New York"
" Grupo Cargoways Mexico, S.a. De C.V "," Gioia Tauro, Italy"," Port Everglades, Florida"
 Santini Foods Inc. ," La Spezia, Italy"," Boston, Massachusetts"
 Western Fresh Marketing ," Genoa, Italy"," Los Angeles, California"
 David Allen Company ," Leghorn, Italy"," Miami, Florida"
 Atlas International Textiles ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Grante Foods International Llc ," Valencia, Spain"," New York, New York"
 Rankin Equipment Company ," Leghorn, Italy"," Tacoma, Washington"
 Carel Usa Llc ," Genoa, Italy"," New York, New York"
 Dean and Deluca ," Leghorn, Italy"," New York, New York"
 Orsini Inc. ," Naples, Italy"," New York, New York"
 Belvino Lcc ," La Spezia, Italy"," New York, New York"
 Ind.Alim.Nac. De Cerales Y Harinas ," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Flora Fine Foods ," Naples, Italy"," Port Everglades, Florida"
 Home Accents Fabrics ," Genoa, Italy"," New York, New York"
 Latitude Wines Inc ," Leghorn, Italy"," Los Angeles, California"
 Euro Marble and Granite Corp ," Naples, Italy"," New York, New York"
 Aveniu Brands Western Carriers - Ne ," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 Gust Gallucci Co. ," Leghorn, Italy"," New York, New York"
 Omniwines Distributing Co. ," Leghorn, Italy"," New York, New York"
 Custom Alloy Corporation ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 De Medici Imports Ltd ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 David Oppenheimer Co ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Ionia Atlantic Imports Llc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Belladoro Inc ," Cagliari, Italy"," Norfolk, Virginia"
 Mcvan & Co ," Genoa, Italy"," New York, New York"
 Italmarket Sa De Cv ," Naples, Italy"," Port Everglades, Florida"
 Twin Stone ," La Spezia, Italy"," Port Everglades, Florida"
 Importadora Y Esportadora Orfe Sa D ," La Spezia, Italy"," Port Everglades, Florida"
 Latitude Wine Inc. (Lwi) ," La Spezia, Italy"," Boston, Massachusetts"
 Regatta Tropicals Ltd. ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Italfoods Inc. ," Leghorn, Italy"," Oakland, California"
 Alma Gourmet Ltd ," Naples, Italy"," New York, New York"
 Fresh Direct ," All Other Malta Ports, Malta"," New York/Newark Area, Newark, New Jersey"
 Vinilandia U.S.a. ," Leghorn, Italy"," New York, New York"
 Elmira Distributing Co. ," La Spezia, Italy"," New York, New York"
 Twin Stone Marble and Granite ," Leghorn, Italy"," Miami, Florida"
 Twin Stone Marble Granite ," Leghorn, Italy"," Miami, Florida"
 Importadora Y Exportadora Orfe ," La Spezia, Italy"," Port Everglades, Florida"
 Tubos Y Productos De Concretos Indu ," La Spezia, Italy"," Port Everglades, Florida"
 Belcanto Foods ," La Spezia, Italy"," New York, New York"
 Santini Fine Wines Inc. ," Genoa, Italy"," Oakland, California"
 Saint-Gobain Abrasives ," Genoa, Italy"," Los Angeles, California"
" Capital Wines, Llc "," Naples, Italy"," Baltimore, Maryland"
 Global Wine Company ," Leghorn, Italy"," Oakland, California"
 J and J Importers ," Leghorn, Italy"," New York, New York"
 Spice World Inc. ," Genoa, Italy"," Savannah, Georgia"
 Julius Silvert Inc. ," Palermo, Italy"," New York, New York"
" World Wines & Spirits, Llc "," Gioia Tauro, Italy"," New York, New York"
 Misono Food Ltd. ," Leghorn, Italy"," New York, New York"
 Via Bellissima ," Leghorn, Italy"," New York, New York"
 Importadora Primex Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Safilo Usa ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Dfs Intl. ," Naples, Italy"," New York, New York"
 Alberello Imports Llc ," Leghorn, Italy"," Port Everglades, Florida"
 Gonzalez Byass De Mexico Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Pomellato U.S.a.Inc. ," Genoa, Italy"," Port Everglades, Florida"
" Pave' Tile, Wood & Stone, Inc. "," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 Intrex International Inc. ," Genoa, Italy"," Norfolk, Virginia"
 Importaciones Colombres S.a. ," La Spezia, Italy"," Port Everglades, Florida"
 Importadora Y Exportadora Orfesa ," La Spezia, Italy"," Port Everglades, Florida"
 Citarella Fine Foods ," La Spezia, Italy"," New York, New York"
 Ace Endico ," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 Tubocreto De Morelos Sa De Cv ," Genoa, Italy"," Savannah, Georgia"
 American Euro Foods Llc ," La Spezia, Italy"," New York, New York"
 Tiles N Things ," La Spezia, Italy"," Norfolk, Virginia"
 Wine Expert S.a. De C.V. ," Leghorn, Italy"," Port Everglades, Florida"
 Falesca Importing Ltd ," Salerno, Italy"," Los Angeles, California"
 to Order of Basso Fedele & Figli Sr ," Valencia, Spain"," Long Beach, California"
 Festival Foods International ," Palermo, Italy"," Baltimore, Maryland"
 Dist E Imp Alsea ," Leghorn, Italy"," Port Everglades, Florida"
 Earth Tools Inc ," La Spezia, Italy"," Norfolk, Virginia"
 Tacchi Usa Inc ," Genoa, Italy"," Norfolk, Virginia"
 Scandicrafts Inc. ," Genoa, Italy"," Los Angeles, California"
 8vini Wine Merchants ," Genoa, Italy"," Oakland, California"
 Rubeo Gabriella ," Leghorn, Italy"," New York, New York"
 Enrico Sasso Consulting Inc ," Leghorn, Italy"," New York, New York"
 Villa Corporation S.a. De C.V. ," La Spezia, Italy"," Port Everglades, Florida"
 Fedon America Inc. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
" European Imports, Inc. "," Genoa, Italy"," New York, New York"
 Hunting Dearborn ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
" Distribuidora Giordano,C.a. "," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Euromotores Didon C.a. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Fenestra America Inc. ," Leghorn, Italy"," New York, New York"
 Wine Twist ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 European Imports Inc. ," Genoa, Italy"," New York, New York"
 Trinity Road ," Genoa, Italy"," Savannah, Georgia"
 Gimelli Importing Llc ," Genoa, Italy"," New York, New York"
 Dente Trading Co Inc ," La Spezia, Italy"," New York, New York"
 Dynamic Flowform Corp ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Wayne Tile Company Inc. ," La Spezia, Italy"," New York, New York"
 Importadora Y Exportadora Orfe S.a. ," La Spezia, Italy"," Port Everglades, Florida"
 David Oppenheimer Co. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Margaux and Associates ," Genoa, Italy"," New York, New York"
 Purcell International ," Palermo, Italy"," New York, New York"
 Danzer Veneer Americas Inc. ," Genoa, Italy"," Norfolk, Virginia"
 Artistic Doors & Windows ," Genoa, Italy"," New York, New York"
 Misono Foods Ltd ," Leghorn, Italy"," New York, New York"
 Empire Merchants ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Angelini Wine L.T.D. ," Genoa, Italy"," New York, New York"
 Secure Warehouse ," Palermo, Italy"," New York, New York"
" Trader Joe'S Company, Tj'S Allentow "," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 Belcanto Food Llc ," Gioia Tauro, Italy"," New York/Newark Area, Newark, New Jersey"
 Milano Design Group Inc ," Leghorn, Italy"," New York, New York"
 Guidi Marcello Ltd ," La Spezia, Italy"," Long Beach, California"
 Tannin Fine Wines ," Leghorn, Italy"," Los Angeles, California"
 Delf Group Inc. ," La Spezia, Italy"," Long Beach, California"
 San Remo Food Importers Ltd ," Valencia, Spain"," Long Beach, California"
 Jf Hillebrand Canada Inc Vancouver ," Leghorn, Italy"," Los Angeles, California"
" Seville Imports, Llc "," Palermo, Italy"," Baltimore, Maryland"
" Indigenous Selections, Llc "," Leghorn, Italy"," Houston, Texas"
 Winebow Inc. ," Leghorn, Italy"," New York, New York"
 Hms Int. Fabrics ," Leghorn, Italy"," New York, New York"
 La Bomboniera Inc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Cayman Distributors/ Blackbeard'S ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Euro-Gourmet Ana-Dis S.a. De C.V. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Brewmaster Wine and Beermaking ," Valencia, Spain"," Oakland, California"
 the Oppenheimer Group ," Genoa, Italy"," Los Angeles, California"
 Baron Francois Ltd ," Leghorn, Italy"," New York, New York"
 the Staplex Company ," Genoa, Italy"," New York, New York"
 Haddon House Food Products Inc ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Alston'S Marketing Company Limited ," Genoa, Italy"," Port Everglades, Florida"
 Slava Kreynin ," Genoa, Italy"," New York, New York"
 Skyline 2009 Realty Inc. ," Leghorn, Italy"," New York, New York"
" Girasole, Inc.Dba Seeds From Italy "," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Roscom Inc. ," Genoa, Italy"," New York, New York"
 Grupo Errebi Sa ," Leghorn, Italy"," Port Everglades, Florida"
 Zia Pia Llc ," La Spezia, Italy"," New York, New York"
 Brooklyn Brew Shop ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Kysela Pere & Fils Ltd ," Algeciras, Spain"," Norfolk, Virginia"
 New Vintage Llc ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Lakeview Cheese Co. ," Gioia Tauro, Italy"," Long Beach, California"
 Pere Jacques Wine Imports ," Le Havre, France"," New York, New York"
 Red Hot Liquor Store ," Genoa, Italy"," Port Everglades, Florida"
 Multical S.a. De C.V. ," Genoa, Italy"," Port Everglades, Florida"
 Bricknell Marie Helene ," Genoa, Italy"," New York, New York"
 Orvino Imports & Distributing ," Naples, Italy"," Port Everglades, Florida"
 Newport News Shipbuilding Inc ," Genoa, Italy"," Norfolk, Virginia"
 Pomellato 741 Madison Ave. Corp. ," Leghorn, Italy"," New York, New York"
 Diamantex Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Caput Mundi Wine Importer Inc ," Leghorn, Italy"," Port Everglades, Florida"
 La Zarina Food Dist ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Wind Lock Corp. ," Genoa, Italy"," New York, New York"
 Marchon Eyewear Inc. ," Genoa, Italy"," New York, New York"
 Helvex ," La Spezia, Italy"," Port Everglades, Florida"
 T.Edwards Wines Ltd ," Le Havre, France"," New York, New York"
