Cosignee,Origin,Destination
 the Village Wine ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Delta Airlines Inc ," Le Havre, France"," Charleston, South Carolina"
 Palace Resorts Sa De Cv. ," Antwerp, Belgium"," Port Everglades, Florida"
 Grape Expectations Inc ," Le Havre, France"," Oakland, California"
 Johnson Brothers Liquor Co ," Fos, France"," New York, New York"
 Favorite Brands ," Le Havre, France"," Houston, Texas"
 Empire Wine Collection ," Le Havre, France"," New York, New York"
 Vergara Wine Group Inc ," Le Havre, France"," Port Everglades, Florida"
" Hendry Premium Imports, Inc. "," Le Havre, France"," New York, New York"
 Kobrand Corporation ," Antwerp, Belgium"," Los Angeles, California"
" D & M New World Management, Inc "," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Brescome Barton Inc ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Maison Du Chocolat New Yord ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Grantham Distributing ," Antwerp, Belgium"," Miami, Florida"
 Charlois Cooperage Usa ," Antwerp, Belgium"," Oakland, California"
 Touton Selections ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Empire Merchants ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Wine Design Inc. ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Altman and Barret Architect ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Turquoise Distribution ," Le Havre, France"," New York, New York"
 Goslings Brothers Ltd ," Le Havre, France"," New York, New York"
 Duggan'S Distillers Products Corp ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Altamar Brands ," Le Havre, France"," New York, New York"
" J and J Importers, Llc "," Le Havre, France"," New York, New York"
 European Wines Transport ," Le Havre, France"," New York, New York"
 American Northwest Distributors Inc ," La Spezia, Italy"," Seattle, Washington"
 Drinks Licensing Llc ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Cmp Designs Inc ," Altamira, Mexico"," Houston, Texas"
 Lidestri Spirits ," Santos, Brazil"," New York/Newark Area, Newark, New Jersey"
 Glazers Midwest (St Charles) ," Le Havre, France"," Houston, Texas"
 European Import Ltd ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Maison Du Chocolat Usa ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 American B.D. Company ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Mount Gay Distilleries Ltd ," Barcelona, Spain"," Miami, Florida"
 Fairn and Swanson ," Fos, France"," Miami, Florida"
 Winebow Inc ," Fos, France"," New York/Newark Area, Newark, New Jersey"
" Vintage Imports, Inc "," Fos, France"," New York/Newark Area, Newark, New Jersey"
 Glazer'S Wholesale ," Le Havre, France"," Charleston, South Carolina"
 Usa Wine Imports ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Nyd Chairs ," Le Havre, France"," New York, New York"
 Guarachi Wine Partners ," Fos, France"," Oakland, California"
 Ms Walker Inc ," Le Havre, France"," Boston, Massachusetts"
 Kysela Pere & Fils ," Fos, France"," Norfolk, Virginia"
 Kobrand ," Bremerhaven, Federal Republic of Germany"," Boston, Massachusetts"
 Louis Latour Usa Inc. ," Fos, France"," Oakland, California"
 Panarte Sa De Cv ," Le Havre, France"," Charleston, South Carolina"
 Langdon Shiverick Inc ," Le Havre, France"," New York, New York"
 Overseas Foods ," Le Havre, France"," New York, New York"
" Munmex, S.a. De C.V. "," Porto de Sines, Portugal"," Port Everglades, Florida"
 House of Bricks ," Le Havre, France"," New York, New York"
 Societe Wine Warehouse ," Fos, France"," Oakland, California"
 Port Washington Imports Dba ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 T.Edwards Wines Ltd ," Le Havre, France"," New York, New York"
 Vintus ," Le Havre, France"," New York, New York"
 J and J Importers ," Le Havre, France"," New York, New York"
 Bridge Consulting ," Le Havre, France"," New York, New York"
 Kysela Pere & Fils Ltd ," Fos, France"," Norfolk, Virginia"
 Current Speciaties Llc ," Le Havre, France"," New York, New York"
 Gabriella Importers ," Le Havre, France"," New York, New York"
 Osem U.S.a. Inc ," Algeciras, Spain"," New York/Newark Area, Newark, New Jersey"
 the Gables Antiques ," Le Havre, France"," Savannah, Georgia"
 Altamar Brands Llc ," Rotterdam, Netherlands"," Oakland, California"
 Heidelberg Distributing Company ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
" Dreyfus Ashby, Inc. "," Le Havre, France"," New York, New York"
 Usa Wine West ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Latitude Wines ," Fos, France"," Los Angeles, California"
 Mhw C/O Riviera Imports ," Fos, France"," New York, New York"
 the Maker Group ," Antwerp, Belgium"," Boston, Massachusetts"
 Dionysos Imports Inc. ," Fos, France"," Norfolk, Virginia"
" Martin Scott Wines, Ltd. "," Fos, France"," New York, New York"
