Cosignee,Origin,Destination
 N a Trading Inc. ," Vung Tau, Vietnam"," Los Angeles, California"
 N.a.Trading Inc. ," Laem Chabang, Thailand"," Los Angeles, California"
 N.a.Trading Inc.1345 S.Herbert ," Laem Chabang, Thailand"," Los Angeles, California"
 N.a. Trading Inc. ," Laem Chabang, Thailand"," Los Angeles, California"
 to the Order of Bank - Banque Canto ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
 Thai United Food Trading Ltd. ," Laem Chabang, Thailand"," Los Angeles, California"
 New B.C.N. Trading Inc. ," Laem Chabang, Thailand"," New York/Newark Area, Newark, New Jersey"
" to the Order of Bank - Natixis, "," Kingston, Jamaica"," Mobile, Alabama"
 New B.C.N. Trading Inc.701 Hadl Ey ," Laem Chabang, Thailand"," New York/Newark Area, Newark, New Jersey"
 N.a.Trading Inc ," Laem Chabang, Thailand"," Los Angeles, California"
