Cosignee,Origin,Destination
 Econocaribe Consolidators Inc. ," Barcelona, Spain"," New York/Newark Area, Newark, New Jersey"
" Cg Railway, Inc "," Coatzacoalcos, Mexico"," Mobile, Alabama"
" Mercedes-Benz Usa, Llc "," Bremerhaven, Federal Republic of Germany"," Long Beach, California"
 Chrysler Group Llc/Chrysler De ," Genoa, Italy"," Port Everglades, Florida"
 Chrysler De Mexico Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Chrysler Llc (05308w) ," Rotterdam, Netherlands"," New York, New York"
 Cfr Rinkens Llc ," Haifa, Israel"," New York/Newark Area, Newark, New Jersey"
 Mattel Inc. ," Laem Chabang, Thailand"," Los Angeles, California"
 Cvg Global Media Dba ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 General Motors Chile ," Veracruz, Mexico"," Baltimore, Maryland"
 General Motors Del Ecuador S.a ," Veracruz, Mexico"," Baltimore, Maryland"
" Ifs - International Forwarding, S.L "," Veracruz, Mexico"," Houston, Texas"
 Pirelli Tire Llc ," Santos, Brazil"," Charleston, South Carolina"
 City Furniture ," Kobe, Japan"," Miami, Florida"
 Olympiad Line Llc ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Schryver Transportes Y Logistica Sa ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Chrysler Llc / Chrysler De Mexico ," Genoa, Italy"," Port Everglades, Florida"
" Jas Forwarding Usa , Inc. "," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Primary Freight Services Ny ," Leghorn, Italy"," Port Everglades, Florida"
," Santos, Brazil"," Houston, Texas"
 Chrysler De Mexico S.a. De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Chrysler Llc/Chrysler De Mexico Sa. ," Genoa, Italy"," Port Everglades, Florida"
 Ali Abubaraida ," Gooch Island, BC, Canada"," Seattle, Washington"
 Fms Logistics Mexico S De Rl De Cv ," Le Havre, France"," Charleston, South Carolina"
 Cold Ider S.De R.L. De C.V. ," Genoa, Italy"," Port Everglades, Florida"
 Alao Kayode Samson ," Gooch Island, BC, Canada"," Oakland, California"
" Jas Forwarding (Usa), Inc. "," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Hellman Worldwide ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Johnson Controls Auto Mexico ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Tmr Metal ," Nassau, New Providence Island, Bahamas"," Port Everglades, Florida"
 Grupo Q Guatemala S.a ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Maquinaria Nacional S.a. Peru ," Zeebrugge, Belgium"," Brunswick, Georgia"
 Sumitomo Corporation of Americas ," Nagoya, Japan"," Baltimore, Maryland"
 Sumisho Global Logistics Usa Corp ," Nagoya, Japan"," Baltimore, Maryland"
 Jas As Agent For Blue World Line ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
