Cosignee,Origin,Destination
 Andritz Inc ," Rotterdam, Netherlands"," Savannah, Georgia"
 Bangkok Produce Merchandising Pub ," Prince Rupert, BC, Canada"," Long Beach, California"
 Syfrett Feed Company ," Belize, Belize"," Port Everglades, Florida"
 Iqi Usa Bv ," Antwerp, Belgium"," Baltimore, Maryland"
 Myanmar C.P. Livestock Co Ltd. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Bangkok Produce Merchandising Publi ," Prince Rupert, BC, Canada"," Long Beach, California"
 Great Wall Enterprise Company Limit ," Prince Rupert, BC, Canada"," Long Beach, California"
 Global Agri-Trade Corp ," Kajang, Malaysia"," Oakland, California"
 to the Order of Taiwan ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to the Order of Nonghyup Bank ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Andritz Inc. ," Hamburg, Federal Republic of Germany"," New York, New York"
 Field Farms Marketing Ltd. ," Felixstowe, United Kingdom"," Baltimore, Maryland"
 Stockton Ingredient Services Corpor ," Antwerp, Belgium"," Chester, Pennsylvania"
 Specialty Commodities Inc. ," Rotterdam, Netherlands"," Houston, Texas"
 Iqi Usa Bv / On Behalf of Iqi Wareh ," Le Havre, France"," Norfolk, Virginia"
 Iqi Usa Bv On Behalf of Iqi Warehou ," Le Havre, France"," Norfolk, Virginia"
 Iqi Usa Bv / Co Iqi Warehousing Usa ," Le Havre, France"," Norfolk, Virginia"
 Iqi Usa Bv C/O Stockton Ingredients ," Antwerp, Belgium"," Baltimore, Maryland"
 Global Agri-Trade Corporation ," Kajang, Malaysia"," Oakland, California"
 Pt Japfa Comfeed Indonesia Tbk ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Andritz Separation Inc. ," Antwerp, Belgium"," New York, New York"
 to Order Thompsons Usa Limited ," Newport, United Kingdom"," Houston, Texas"
 Pt. Japfa Comfeed Indonesia Tbk ," Gooch Island, BC, Canada"," Tacoma, Washington"
" Andritz Inc., "," Liverpool, United Kingdom"," New York, New York"
 Iqi Usa Bv / Co Stockton ," Fos, France"," Oakland, California"
 Notify Applicant ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to the Order of Taiwan Cooperative ," Gooch Island, BC, Canada"," Seattle, Washington"
 Iqi Usa Bv Co Stockton Ingredients ," Porto de Sines, Portugal"," Oakland, California"
 to the Order of Cimb Thai Bank ," Gooch Island, BC, Canada"," Tacoma, Washington"
 to the Order of Thanachart Bank ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Japfa Comfeed Indonesia Tbk ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Pt. Indojaya Agrinusa ," Gooch Island, BC, Canada"," Seattle, Washington"
 to the Order of Chang Hwa ," Gooch Island, BC, Canada"," Seattle, Washington"
 Bangkok Produce Merchandising ," Gooch Island, BC, Canada"," Seattle, Washington"
 Snowbrand Seed Co. Ltd. ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Pt Panca Patriot Prima ," Gooch Island, BC, Canada"," Seattle, Washington"
