Cosignee,Origin,Destination
 Mersen Usa ," Le Havre, France"," New York, New York"
 Zf Suspension Technology ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Gkn Driveline Celaya S.a. De C.V. ," Le Havre, France"," Savannah, Georgia"
" Tovatech, Llc "," Hamburg, Federal Republic of Germany"," New York, New York"
 Alto Shaam Inc ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Jayco Cleaning Technologies ," Bremerhaven, Federal Republic of Germany"," New York, New York"
" Tavatech, Llc "," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Cooper Vision Caribbean Corp. ," Cartagena, Colombia"," San Juan, Puerto Rico"
 Cooper Vision Caribbean Corporation ," All Other Dominican Republic Ports, Dominican Republic"," San Juan, Puerto Rico"
 El Paso Mold Supply Inc. ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
