Cosignee,Origin,Destination
 Autocompeticion S De Rl De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Bellgate Distributors Llc ," Barcelona, Spain"," New York/Newark Area, Newark, New Jersey"
 Cgate Logistics Gmbh ," Veracruz, Mexico"," Houston, Texas"
 Usa Industries ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 C/O R.V. College of Engineering ," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 Gmt Racing ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 J & J Transportation Corp ," Altamira, Mexico"," San Juan, Puerto Rico"
 Mescarpot-Sodimport ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Leadership Freight Ltda ," Altamira, Mexico"," Houston, Texas"
" Ben Zhi International. Co., Ltd "," Gooch Island, BC, Canada"," Tacoma, Washington"
 Brand Development Mexico Sa De Cv ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Mountune Llc ," Hamble, United Kingdom"," New York, New York"
 Caribex Worldwide ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Julian Conde ," Le Havre, France"," Jacksonville, Florida"
 Leadership Freight Do Brasil Agenci ," Altamira, Mexico"," Houston, Texas"
 Steve Millen Sportarts Inc ," Hamble, United Kingdom"," Los Angeles, California"
 Inter American Cargo Group S.a. ," Veracruz, Mexico"," Houston, Texas"
 Starfish S.a. ," Altamira, Mexico"," Houston, Texas"
 Leadership Freight Ltda. ," Altamira, Mexico"," Houston, Texas"
 Yamaha Motor Corporation ," All Other Sweden Ports, Sweden"," New York/Newark Area, Newark, New Jersey"
 Ohlins Usa Inc ," Rotterdam, Netherlands"," Charleston, South Carolina"
" Lubrun, Don "," Saint John, NB, Canada"," West Palm Beach, Florida"
 Ernest Nagamatsu ," Hasting, Australia"," Long Beach, California"
 Starfish S. a. ," Altamira, Mexico"," Houston, Texas"
 Megaton Shipping Pte Ltd ," Lazaro Cardenas, Mexico"," Los Angeles, California"
