Cosignee,Origin,Destination
 Green Tropical Services Bv ," Puerto Cortes, Honduras"," Port Canaveral, Florida"
 Dutch Valley Partners Lcc ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Wl Liquid Treatment Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Coconut King Miami Beach Inc ," Limon, Costa Rica"," Miami, Florida"
 Vi Water and Power Authority ," Caucedo, Dominican Republic"," San Juan, Puerto Rico"
 Ball Horticultural Company ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Ct Nassau Tape Llc ," Genoa, Italy"," Norfolk, Virginia"
 Ct Nassau Ticking Llc ," Genoa, Italy"," Norfolk, Virginia"
 Consigned to Comercio Exterior ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Industria Quimica Del Istmo ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Battlefield Farms Inc. ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Cultivate14 ," Rotterdam, Netherlands"," Columbus, Ohio"
 Oleohidraulica Especializada De Ira ," Ancona, Italy"," Port Everglades, Florida"
 Warner'S Construction & Sanitation ," Genoa, Italy"," Miami, Florida"
 Bva Inc ," Limon, Costa Rica"," Miami, Florida"
 Eureka Resources Llc ," Hamburg, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 K&P Coconut Inc. ," Limon, Costa Rica"," Port Everglades, Florida"
 Terra Biochem Llc ," Thamesport, United Kingdom"," Houston, Texas"
 Ct Nassau Tape Llc - ," Genoa, Italy"," Norfolk, Virginia"
 General Electric ," Colombo, Sri Lanka"," New York, New York"
" Grupo Reyes Kuri, S.C. "," Rotterdam, Netherlands"," Charleston, South Carolina"
" Ye Cherng Ind. Products Co., Ltd. "," Halifax, NS, Canada"," Savannah, Georgia"
 Suministros Agricolas De Costa Rica ," Antwerp, Belgium"," San Juan, Puerto Rico"
 to the Order of ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Hardinger Warehouse ," Damietta, Egypt"," Norfolk, Virginia"
