Cosignee,Origin,Destination
 Dal Tile Corporation ," La Spezia, Italy"," Baltimore, Maryland"
 Shaw Industries Incorporated Corpor ," La Spezia, Italy"," Savannah, Georgia"
 Renaissance Ceramic Tile and Marble ," La Spezia, Italy"," New York/Newark Area, Newark, New Jersey"
 Dal Tile (351) ," La Spezia, Italy"," Baltimore, Maryland"
 Dal Tile Corp. (101) ," La Spezia, Italy"," Houston, Texas"
" Ferazzoli Imports of New England,In "," La Spezia, Italy"," New York, New York"
 Concept Surfaces ," Genoa, Italy"," Houston, Texas"
 Lazer Marble and Granite ," La Spezia, Italy"," New York, New York"
 Dal Tile Ontario Distr. Center ," La Spezia, Italy"," Houston, Texas"
 Interceramic Usa ," Leghorn, Italy"," Houston, Texas"
 Wayne Tile Company Inc. ," La Spezia, Italy"," New York, New York"
 Tierra Sol Ceramic Tile ," Valencia, Spain"," Long Beach, California"
 Avalon Tile ," Leghorn, Italy"," Los Angeles, California"
 Innovative Tile ," La Spezia, Italy"," Port Everglades, Florida"
" Ceramic Tile Int'L Interceramic , I "," La Spezia, Italy"," Houston, Texas"
 Lazer Marble Granite ," Leghorn, Italy"," New York/Newark Area, Newark, New Jersey"
 Contempo Ceramic Tile Corp. ," La Spezia, Italy"," Houston, Texas"
 Ceramic Technics ," La Spezia, Italy"," Savannah, Georgia"
 Richards & Sterling ," Leghorn, Italy"," Oakland, California"
 Universal Ceramic Tile Distributor ," La Spezia, Italy"," New York, New York"
 Standard Tile ," La Spezia, Italy"," New York, New York"
 Dal-Tile Corporation ," Algeciras, Spain"," Houston, Texas"
 Ferazzoli Imports ," Leghorn, Italy"," New York, New York"
