Cosignee,Origin,Destination
 Link Snacks Inc ," Santos, Brazil"," Philadelphia, Pennsylvania"
 Mrs Consuela Del Castillo Zuppardo ," Rotterdam, Netherlands"," New York, New York"
 Henriquez & Asociados Srl ," Veracruz, Mexico"," Houston, Texas"
 Sogno Toscano Tuscan Dream Inc ," Naples, Italy"," New York, New York"
" Link Snacks, Inc "," Santos, Brazil"," Philadelphia, Pennsylvania"
 Prodotti Italiani Pieffe Sa ," Naples, Italy"," Port Everglades, Florida"
 Mondo Italiano ," Salerno, Italy"," New York, New York"
 Greencroft Bottling Co. ," Taoranga, New Zealand"," Savannah, Georgia"
 Sogno Toscano Tuscan Dream Inc. ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 Dhl Global Forwarding ," Manzanillo, Mexico"," Los Angeles, California"
 Gaming Partners International ," Le Havre, France"," New York, New York"
 General Motors De Mexico S. De R.L ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Leader Mutual Freight System (Dfw) ," Ho Chi Minh City, Vietnam"," Los Angeles, California"
 Globetech Mfg ," Ho Chi Minh City, Vietnam"," Los Angeles, California"
 Sogno Toscano ," Naples, Italy"," New York, New York"
 Mid-Central Product Llc ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Gan Shmuel Foods Ltd ," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
 Green Prairie International Inc ," Cartagena, Colombia"," Los Angeles, California"
 Titan Formwork Systems Llc Tempe ," Altamira, Mexico"," Houston, Texas"
 Lfi Inc. ," Naples, Italy"," New York, New York"
 Sanlorenzo Americas ," Zeebrugge, Belgium"," Charleston, South Carolina"
 Dipasa Usa Inc ," Puerto Matias de Galves, Guatemala"," Houston, Texas"
 C. Steinweg Logistics (Shanghai Wai ," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
 North American Ecommerce Solutions ," Hamble, United Kingdom"," New York, New York"
 Dida Home ," Genoa, Italy"," Miami, Florida"
 Merchandise Connection Intl. Co ," Barcelona, Spain"," New York, New York"
 to Order ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Fine Food Factory Inc. ," Rio Grande, Brazil"," Port Everglades, Florida"
 Naqib Khan Internatonal & Company ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Kingsland Drinks Limited ," Napier, New Zealand"," Savannah, Georgia"
 Neste Oil S.a. ," Sarnia, ONT, Canada"," New York, New York"
 the Lockett Group ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Hy-Tech Logistics ," Freeport, Grand Bahama Island, Bahamas"," Savannah, Georgia"
 General Import ," Le Havre, France"," New York, New York"
" Fletes Freelance Cargo, C.a. "," Freeport, Grand Bahama Island, Bahamas"," Port Everglades, Florida"
 Cameron Hughes Wines ," Taoranga, New Zealand"," Oakland, California"
 Petro Solutions ," Freeport, Grand Bahama Island, Bahamas"," West Palm Beach, Florida"
 Mainfreight International ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Pure Chilean ," Naples, Italy"," Savannah, Georgia"
 Misa Imports ," Le Havre, France"," Houston, Texas"
 Sandolat S.a. De C.V. ," Valencia, Spain"," Port Everglades, Florida"
 Gulbrandsen Puerto Rico Carr.2 Km ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Natural Premium Brands Corp. ," Montevideo, Uruguay"," Norfolk, Virginia"
 E & J Gallo Winery ," Taoranga, New Zealand"," Oakland, California"
 Umicore S.a. ," Altamira, Mexico"," Houston, Texas"
" Integra York Pa, Inc. "," Rotterdam, Netherlands"," New York, New York"
 Farmers From Italy Foods Llc ," Naples, Italy"," New York, New York"
 Farmers From Italy ," Naples, Italy"," New York/Newark Area, Newark, New Jersey"
 to Order of Shipper ," Freeport, Grand Bahama Island, Bahamas"," Norfolk, Virginia"
 Summer Garden Food ," Leghorn, Italy"," New York, New York"
 Viva D Vine Llc ," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Expert Log E Agenciamento De Cargas ," Halifax, NS, Canada"," Savannah, Georgia"
 Saudi Chem Crete Co. Ltd. ," Gooch Island, BC, Canada"," Portland, Oregon"
 Saad H. Abukhadra & Co ," Gooch Island, BC, Canada"," Portland, Oregon"
