Cosignee,Origin,Destination
 New Zealand ," Taoranga, New Zealand"," Savannah, Georgia"
 Ritchey Ltd ," Taoranga, New Zealand"," Savannah, Georgia"
 Tru Test Inc ," Taoranga, New Zealand"," Long Beach, California"
 Patura Kg ," Taoranga, New Zealand"," Savannah, Georgia"
 Mack Trucks Inc ," Rotterdam, Netherlands"," New York, New York"
 Hv Technologies Inc. ," Antwerp, Belgium"," New York, New York"
 Tru-Test Incoporated ," Hasting, Australia"," Los Angeles, California"
 Qualectron Systems Corporation ," Yokohama, Japan"," Los Angeles, California"
 Ventil Americas Inc ," Antwerp, Belgium"," Houston, Texas"
 Consignee ," Acevedo, Argentina"," Boston, Massachusetts"
 to Order ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Tsk Innovations Co ," Ambarli, Turkey"," New York/Newark Area, Newark, New Jersey"
 Speedrite De Mexico ," Taoranga, New Zealand"," Los Angeles, California"
 Delphi - E&S - Receiving Center ," Manila, Philippines"," Long Beach, California"
 Luis Guillermo Sanchez Briseno. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Pentair Valves Controls De ," Rotterdam, Netherlands"," Charleston, South Carolina"
" Schick Manufacturing, Inc. "," Manila, Philippines"," Los Angeles, California"
 Schick Manufacturing ," Manila, Philippines"," Norfolk, Virginia"
 Tsk Innovations Co. ," Cagliari, Italy"," Houston, Texas"
 Test Consignee ," Acevedo, Argentina"," Miami, Florida"
 Marechalle Pesage Constructeur ," Taoranga, New Zealand"," Savannah, Georgia"
