Cosignee,Origin,Destination
 to Order ," Tanjung Pelepas, Malaysia"," Los Angeles, California"
 Ruxton Services ," Durban, South Africa"," Baltimore, Maryland"
 Tokyo Zairyo(U.S.a.)Inc. ," Kobe, Japan"," Los Angeles, California"
 Western International Gas & Cylinde ," Durban, South Africa"," New York/Newark Area, Newark, New Jersey"
 Praxair Distribution ," Freeport, Grand Bahama Island, Bahamas"," Baltimore, Maryland"
 Praxair Distribution Inc ," Durban, South Africa"," Baltimore, Maryland"
 Hoffco Brands ,None Given," Long Beach, California"
" Essilor of America, Inc. "," Nagoya, Japan"," Long Beach, California"
 Western International Gas ," Freeport, Grand Bahama Island, Bahamas"," Houston, Texas"
" Mitsuya Boeki Usa, Inc. "," Kobe, Japan"," Long Beach, California"
