Cosignee,Origin,Destination
 2005 Irrevocable Kirmar Trust ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Gavin Brown'S Enterprise ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Harsco Industrial Air-X-Changers ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Ballyshear Llc ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Brooklyn Museum ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Marina Abramovic Abramovic Llc ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Mr & Mrs William C.Ballard Jr ," Hamble, United Kingdom"," New York, New York"
" Shaw, Timothy Gavin "," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Mccullough Ltd ," Zeebrugge, Belgium"," Baltimore, Maryland"
 Haydn Industrial Products ," Hamble, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Gavin Bailey ," Hamble, United Kingdom"," Houston, Texas"
 Hayden Industrial Products ," Hamble, United Kingdom"," New York, New York"
 Petrocedeno Pdvsa Estacion De ," Felixstowe, United Kingdom"," Miami, Florida"
 Gea Rainey Corp ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Gavin Daniel Langley ," Hamble, United Kingdom"," Houston, Texas"
 Dunlop Gavin ," Hamble, United Kingdom"," Houston, Texas"
 Industrial Equipment Solutions ," Liverpool, United Kingdom"," New York/Newark Area, Newark, New Jersey"
