Cosignee,Origin,Destination
 Moz Agencia Aduanal De Tampico ," Barcelona, Spain"," Savannah, Georgia"
 Welldex Internacional Sc ," Barcelona, Spain"," Port Everglades, Florida"
 Mangra Mexico Sa De Cv ," Valencia, Spain"," Port Everglades, Florida"
 Rosal Mabrik De Mexico Sa De Cv ," Valencia, Spain"," Port Everglades, Florida"
" Agroindustrias Quesada, S. De R.L. "," Barcelona, Spain"," Port Everglades, Florida"
 a. Ponzanelli Sa De Cv ," Valencia, Spain"," Port Everglades, Florida"
" Grupo Tenerife, S.a. De C.V. "," Valencia, Spain"," Port Everglades, Florida"
 Metropolis Wine Merchants Inc. ," Las Salinas, Chile"," New York/Newark Area, Newark, New Jersey"
 Vimifos Sa De Cv ," Barcelona, Spain"," Port Everglades, Florida"
 Industrias Metalicas Diaz Hnos ," Valencia, Spain"," Port Everglades, Florida"
 Stone Connection ," Porto de Sines, Portugal"," Savannah, Georgia"
" Alimentos Super-S, C.a. "," Tarragona, Spain"," New York/Newark Area, Newark, New Jersey"
" Posta El Cuatro, S.a. De C.V. "," Barcelona, Spain"," Port Everglades, Florida"
 Eduardo Jose Sterling Bours ," Barcelona, Spain"," Port Everglades, Florida"
 Metropolis Wine Merchants Inc ," Las Salinas, Chile"," New York/Newark Area, Newark, New Jersey"
 Posta El Cuatro S.a. De C.V. ," Barcelona, Spain"," Port Everglades, Florida"
