Cosignee,Origin,Destination
 Noble Gift Packaging ," Felixstowe, United Kingdom"," New York, New York"
 Becton Dickinson De Mexico Sa De Cv ," Antwerp, Belgium"," Charleston, South Carolina"
 Chase Corporation ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Greencore Usa ," Felixstowe, United Kingdom"," New York, New York"
 Wrap Film Systems Ltd. ," Veracruz, Mexico"," Houston, Texas"
 Aluminios Y Derivados Andaluces S.L ," Veracruz, Mexico"," Houston, Texas"
 Roplast Industries Inc ," Colombo, Sri Lanka"," Norfolk, Virginia"
 Tetra Pak Sa De Cv ," Genoa, Italy"," Port Everglades, Florida"
 Bunzl Scotia ," Le Havre, France"," New York, New York"
 John Middleton Co ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 John Middleton Company ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Tetra Pak Inc. ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Cg Roxane Benton ," Le Havre, France"," Charleston, South Carolina"
 Breckenridge Breweries ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Sofi De Chihuahua (Eco) Ups Supply ," Laem Chabang, Thailand"," Los Angeles, California"
 Tifapack Company C O Tifawise Inc ," Vung Tau, Vietnam"," Norfolk, Virginia"
 Datwyler Pharma Packaging Usa Inc ," Antwerp, Belgium"," Chester, Pennsylvania"
 Beverly Hills Transfer & Store ," Pago Pago Harbor, American Samoa"," Los Angeles, California"
 Ardagh Metal Packaging ," Pago Pago Harbor, American Samoa"," Los Angeles, California"
" Hospira, Inc. "," Rotterdam, Netherlands"," Norfolk, Virginia"
" Crisoba Industrial, Sa De Cv "," Leghorn, Italy"," Savannah, Georgia"
 Corporacion Dinant Sa De Cv ," Barcelona, Spain"," Port Everglades, Florida"
 Brown Forman Corporation ," Rotterdam, Netherlands"," Norfolk, Virginia"
 Storquest Self Storage ," Djakarta, Indonesia"," Los Angeles, California"
 Walton Post Inc ," Veracruz, Mexico"," Miami, Florida"
 Austmel Pty Ltd ," Gooch Island, BC, Canada"," Tacoma, Washington"
 Degussa Corporation ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 West-Ward Pharmaceuticals ," Antwerp, Belgium"," New York, New York"
 Natures Cure C/O ," Sydney, Australia"," Los Angeles, California"
 Cg Roxane ," Le Havre, France"," Oakland, California"
 Hauser Packaging Inc. ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Glaxo Smith Kline ," Saint John, NB, Canada"," San Juan, Puerto Rico"
 Kram Polska S.a. ," Veracruz, Mexico"," Houston, Texas"
 Wheaton Industries Inc. ," Antwerp, Belgium"," Chester, Pennsylvania"
 Absormex Cmpc Tissue Sa De Cv ," Leghorn, Italy"," Port Everglades, Florida"
 Multivac ," Barcelona, Spain"," Norfolk, Virginia"
" Limited Stores, Llc "," Vung Tau, Vietnam"," Los Angeles, California"
 Flora Inc ," Manzanillo, Mexico"," Seattle, Washington"
 Gulf Packaging Industries Co ," Cagliari, Italy"," New York/Newark Area, Newark, New Jersey"
 Contempo Card Company ," Toronto, ONT, Canada"," Boston, Massachusetts"
 Skyline Displays of Houston ," Vung Tau, Vietnam"," Los Angeles, California"
" Sigma Alimentos Lacteos, S.a. De C. "," Valencia, Spain"," Port Everglades, Florida"
" Lego Operaciones De Mexico, S.a. De "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Loreal Usa Berkley ," Le Havre, France"," New York, New York"
 Becton Dickinson. ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
" E.T.Browne Drug Co.,Inc. "," Kingston, Jamaica"," New York/Newark Area, Newark, New Jersey"
 Hospira Shared Service Center ," Leghorn, Italy"," Norfolk, Virginia"
 Graham Packaging ," Antwerp, Belgium"," Houston, Texas"
 Ami Specialty Films ," Damietta, Egypt"," New York, New York"
 Gilead Sciences ," Antwerp, Belgium"," Los Angeles, California"
 System Norte America Sa De Cv ," Gioia Tauro, Italy"," Port Everglades, Florida"
 Gyrus Acmi ," Thamesport, United Kingdom"," Houston, Texas"
 Len Ron Mfg ," Antwerp, Belgium"," Chester, Pennsylvania"
 Bodegas Espanolas Argentinas Corp. ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Destileria Serralles Inc. ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Riverview Products Services Inc ," Liverpool, United Kingdom"," Chester, Pennsylvania"
 Crown Envases Mexico S.a.De C.V. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Estee Lauder Companies Lauder ," Rotterdam, Netherlands"," New York, New York"
 Ept Enviromentally Packaging Tech ," Antwerp, Belgium"," Houston, Texas"
 Abaxa Corporation S.a. ," Veracruz, Mexico"," Houston, Texas"
 Biomep S.a. De C.V. ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Graphic Packaging International Inc ," Sydney, Australia"," Philadelphia, Pennsylvania"
 Zobele Mexico S.a. De C.V. ," Genoa, Italy"," New York, New York"
 Sabra Dipping Company Llc ," Valencia, Spain"," Norfolk, Virginia"
 Safilo Usa ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Bodegas Espa Olas Argentinas Corp ," Altamira, Mexico"," Houston, Texas"
 Okane Poultry Group ," Taoranga, New Zealand"," Savannah, Georgia"
 Micron Technology Inc. ," Penang, Malaysia"," Oakland, California"
