Cosignee,Origin,Destination
" Loud Technologies, Inc "," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
 Marathon Roofing Products ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Mrp Supports Llc. ," Genoa, Italy"," New York/Newark Area, Newark, New Jersey"
 Zara Home Mexico Sa De Cv ," Porto de Sines, Portugal"," Port Everglades, Florida"
 Profesional Audio Components S a ," Valencia, Spain"," Port Everglades, Florida"
 Community Light & Sound Inc. ," Valencia, Spain"," New York, New York"
 Importaciones Internacionales Ekl S ," Barcelona, Spain"," Port Everglades, Florida"
 Bershka Mexico Sa De Cv ," Valencia, Spain"," Port Everglades, Florida"
 Massimo Dutti Mexico Sa De Cv ," Barcelona, Spain"," Port Everglades, Florida"
 Pull and Bear Mexico Sa De Cv ," Valencia, Spain"," Port Everglades, Florida"
 Profesional Audio Components ," Valencia, Spain"," New York, New York"
 Pull & Bear Mexico S.a. De C.V. ," Barcelona, Spain"," Port Everglades, Florida"
 Bershka Mexico S.a. De C.V. ," Porto de Sines, Portugal"," Port Everglades, Florida"
 Robustae Mexico ," Porto de Sines, Portugal"," Port Everglades, Florida"
 Community Light and Sound Inc ," Valencia, Spain"," New York, New York"
" Vicoustic Usa, Llc "," Porto de Sines, Portugal"," Seattle, Washington"
 Transgroup Worldwide Logistics ," Valencia, Spain"," New York/Newark Area, Newark, New Jersey"
 Zara Puerto Rico ," Pointe a Pitre, Guadeloupe"," San Juan, Puerto Rico"
