Cosignee,Origin,Destination
" Woven Metal Products, Inc "," Thamesport, United Kingdom"," Houston, Texas"
 Cg Schmitt & Co. ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 Jean Iskandar Moussawer ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Luminaire Inc. ," Genoa, Italy"," Port Everglades, Florida"
 Carlos Furniture ," Manzanillo, Mexico"," San Juan, Puerto Rico"
 Euromarket Designs Inc ," Leghorn, Italy"," Savannah, Georgia"
 Cica C/O Chris Burke ," Ho Chi Minh City, Vietnam"," Miami, Florida"
" the Wilder Group, Llc "," Cebu, Philippines"," Norfolk, Virginia"
 Metro Promotional Specialities ," Hamble, United Kingdom"," New York, New York"
" Trumeter Company, Inc "," Penang, Malaysia"," Los Angeles, California"
 Herman Miller Purchased Complete ," Hamble, United Kingdom"," New York, New York"
 Sandolat S.a. De C.V. ," Valencia, Spain"," Port Everglades, Florida"
 Renault Sofasa ," Veracruz, Mexico"," Houston, Texas"
 Aaron'S Inc ," Johore, Malaysia"," Savannah, Georgia"
" Atlantica Trading Company, Llc "," Genoa, Italy"," Port Everglades, Florida"
 Progetto Interni ," Leghorn, Italy"," Port Everglades, Florida"
 Automotive Lighting Corporation ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Signet Shipbuilding and Repair ," Goteborg, Sweden"," New York, New York"
 Design Design ," Hamburg, Federal Republic of Germany"," Norfolk, Virginia"
 Global Lightning ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
" New Beginning Interiors, Inc "," Bremerhaven, Federal Republic of Germany"," Port Everglades, Florida"
 Hamrick'S Inc ," Chittagong, Bangladesh"," Savannah, Georgia"
 Ideal Image Inc ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Thompson Delivery ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Kydex Llc ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Ammi Coubech ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Aaron'S Inc. ," Johore, Malaysia"," Savannah, Georgia"
 Christopher Long ," Bremerhaven, Federal Republic of Germany"," Houston, Texas"
 Jo-Ann Stores Inc. ,None Given," Long Beach, California"
 Graniteria Maracaibo Srl ," Genoa, Italy"," Port Everglades, Florida"
 Antonio Lupi Miami ," Leghorn, Italy"," Port Everglades, Florida"
 Mondinsa Mexico S.a.De C.V. ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
 Aj Forsyth ," Auckland, New Zealand"," Oakland, California"
 Siglo Moderno Design ," La Spezia, Italy"," Long Beach, California"
 the Tile Shop Inc ," Kingston, Jamaica"," San Juan, Puerto Rico"
 Kinetic Cutting Systems Inc ," Auckland, New Zealand"," Philadelphia, Pennsylvania"
 Mulberry Company (Usa) Inc ," Felixstowe, United Kingdom"," New York/Newark Area, Newark, New Jersey"
 Southworth Company ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 the Madison Park Group ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Abf Usa ," Felixstowe, United Kingdom"," New York, New York"
 Novem Car Interior Design ," Puerto Cortes, Honduras"," Port Everglades, Florida"
 Oggetti ," Leghorn, Italy"," Port Everglades, Florida"
 Poltrona Frau Group N.America Inc ," Genoa, Italy"," Port Everglades, Florida"
 Melvin Ruiz ," Cartagena, Colombia"," Los Angeles, California"
 Nespress Usa Inc. ," Antwerp, Belgium"," Houston, Texas"
 White Diamond Hotels & Resorts Ltd ," Barcelona, Spain"," Port Everglades, Florida"
 Solar Solimanche Sa De Cv ," Tarragona, Spain"," New York/Newark Area, Newark, New Jersey"
" Schat Import Agency, Inc. "," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
