Cosignee,Origin,Destination
 Winebow Inc ," Fos, France"," New York/Newark Area, Newark, New Jersey"
 H. Mercer Wine and Spirits Imports ," Fos, France"," Los Angeles, California"
 J & N Auto Electric ," Bremerhaven, Federal Republic of Germany"," New York/Newark Area, Newark, New Jersey"
 Gagosian Gallery ," Le Havre, France"," Long Beach, California"
 Fairbanks Morse Engine ," Le Havre, France"," New York, New York"
 Glazer'S Wholesale ," Le Havre, France"," Houston, Texas"
 Andre Romain ," Saint John, NB, Canada"," West Palm Beach, Florida"
 Monica King ," Saint John, NB, Canada"," West Palm Beach, Florida"
 Patrick Newton ," Saint John, NB, Canada"," West Palm Beach, Florida"
 Johnson Brothers Liquor Co ," Fos, France"," Norfolk, Virginia"
 Metropolis Wine Merchants ," Le Havre, France"," New York, New York"
 Antonio Ochoa ," Hamburg, Federal Republic of Germany"," Los Angeles, California"
 W J Deutsch & Sons ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Wj Deutsch & Sons Ltd ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Mr John Richard Light ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
" Kim, Andre Jun Sung "," Hakata, Japan"," Los Angeles, California"
 Vinum Distribution Inc ," Antwerp, Belgium"," New York, New York"
 Sorenson Engineering Inc ," Manzanillo, Mexico"," Los Angeles, California"
 Stark Carpet Corp C/O Prestige Mill ," Rotterdam, Netherlands"," Charleston, South Carolina"
 Pvh Corp ," Porto de Sines, Portugal"," New York, New York"
 the Comtemporary Austin. ," Antwerp, Belgium"," Houston, Texas"
 International Cellars ," Le Havre, France"," Norfolk, Virginia"
 Vin Sauvage Llc ," Le Havre, France"," Long Beach, California"
 Favorite Brands ," Le Havre, France"," Houston, Texas"
 Misa Imports ," Antwerp, Belgium"," Los Angeles, California"
 Michel Vounatsos ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
" Global Fruits Commodities,Inc. "," Tanjung Pelepas, Malaysia"," Miami, Florida"
 Andre Le Gal Y O Nicolas Le Gal ," Buenos Aires, Argentina"," New York/Newark Area, Newark, New Jersey"
 Roanoke Valley Wine Company ," Le Havre, France"," Norfolk, Virginia"
 W.J. Deutsch & Sons-Blue ," Le Havre, France"," New York/Newark Area, Newark, New Jersey"
 Terren Emmanuel Jean Andre ," Le Havre, France"," Houston, Texas"
 Palm Bay International ," Antwerp, Belgium"," New York/Newark Area, Newark, New Jersey"
 Sherry Patrizi ," Antwerp, Belgium"," Houston, Texas"
 Cg Roxane ," Le Havre, France"," Long Beach, California"
 Charles Neal Selections Inc ," Le Havre, France"," Oakland, California"
 Baldor Electric Company ," Bremerhaven, Federal Republic of Germany"," Charleston, South Carolina"
" J&N Auto Electric, Inc. "," Rotterdam, Netherlands"," New York/Newark Area, Newark, New Jersey"
 Lewis Andre K Qefl0008581 ," Yokohama, Japan"," Los Angeles, California"
" Linamar North Carolina, Inc.2169 "," Niteroi, Brazil"," Charleston, South Carolina"
 Connecticut Distributors Inc. ," Fos, France"," New York, New York"
 the Village Wine ," Fos, France"," New York, New York"
 Robert Kacher Selections ," Fos, France"," New York, New York"
" La Ville Imports, Inc "," Fos, France"," New York, New York"
 Mid-State Distributors Llc - Dba Wi ," Fos, France"," New York, New York"
 Myers Creamery ," Le Havre, France"," New York, New York"
 Joan Hodge ," Saint John, NB, Canada"," West Palm Beach, Florida"
" Misa Imports, Inc. "," Le Havre, France"," Houston, Texas"
" Henry, Andre "," Saint John, NB, Canada"," West Palm Beach, Florida"
 J and J Importers ," Fos, France"," New York, New York"
 Ancient Import Llc ," Antwerp, Belgium"," Port Everglades, Florida"
 Verity Wine Partners ," Le Havre, France"," New York, New York"
 Cleora Hughes Martin ," Saint John, NB, Canada"," West Palm Beach, Florida"
" Vin De Garde Wines, Ltd. "," Fos, France"," Portland, Maine"
 Andre De Sousa Rodrigues Corvelo ," Barcelona, Spain"," New York, New York"
 De Re Gallery ," Le Havre, France"," Los Angeles, California"
" Carlos Steffens,Inc "," Cartagena, Colombia"," Port Everglades, Florida"
 Andre Sahala Utara Simanjuntak ," Djakarta, Indonesia"," Los Angeles, California"
 Winners Merchants International Lp ," All Other Malaysia Ports, Malaysia"," Seattle, Washington"
 Bungalow Inc ," Le Havre, France"," New York, New York"
 Wine Source ," Le Havre, France"," Los Angeles, California"
 Serac Inc ," Le Havre, France"," Chicago, Illinois"
 Westend Trading Company ," Le Havre, France"," Charleston, South Carolina"
 Baum Wine Imports Inc. ," Rotterdam, Netherlands"," New York, New York"
 Madame Barbara Duthuit ," Le Havre, France"," New York, New York"
 Turin Nicolas Andre Marie ," Valencia, Spain"," Houston, Texas"
 Lecompte Daniel Andre ," Kingston, Jamaica"," Port Everglades, Florida"
" Hellmann Worldwide Logistics, Inc. "," Colombo, Sri Lanka"," New York/Newark Area, Newark, New Jersey"
 James Andre Qefl0007456 ," Yokohama, Japan"," Los Angeles, California"
 Madeleine'S Kitchenware ," Rotterdam, Netherlands"," New York, New York"
 Collier Andre Qefl0007534 ," Yokohama, Japan"," Los Angeles, California"
 Wines From Spain Inc ," Valencia, Spain"," Port Everglades, Florida"
 Pioneer Wine Company Lp ," Algeciras, Spain"," Houston, Texas"
 Andre Weeks ," Bremerhaven, Federal Republic of Germany"," Baltimore, Maryland"
 Metropolitian Distributors ," Bremerhaven, Federal Republic of Germany"," New York, New York"
 John Pike ," Le Havre, France"," Los Angeles, California"
